,Unnamed: 0,Conv_ID,MovieID,Title,Year,IMDB_Rating,Votes,Genres,Length_Female,Length_Male,Total_Length,Percent_Female,Percent_Male
21230,21230,c7300,m53,The Elephant Man,1980,8.4,59625.0,['biography' 'drama' 'history'],29,99,128,0.2265625,0.7734375
21231,21231,c7301,m53,The Elephant Man,1980,8.4,59625.0,['biography' 'drama' 'history'],3,26,29,0.1034482758620689,0.896551724137931
21232,21232,c7302,m53,The Elephant Man,1980,8.4,59625.0,['biography' 'drama' 'history'],85,123,208,0.4086538461538461,0.5913461538461539
21233,21233,c7303,m53,The Elephant Man,1980,8.4,59625.0,['biography' 'drama' 'history'],20,41,61,0.3278688524590163,0.6721311475409836
21234,21234,c7304,m53,The Elephant Man,1980,8.4,59625.0,['biography' 'drama' 'history'],3,15,18,0.1666666666666666,0.8333333333333334
21235,21235,c731,m5,The Fifth Element,1997,7.5,133756.0,['action' 'adventure' 'romance' 'sci-fi' 'thriller'],5,11,16,0.3125,0.6875
21236,21236,c7310,m54,Erik The Viking,1989,5.9,5889.0,['comedy' 'adventure' 'fantasy'],4,14,18,0.2222222222222222,0.7777777777777778
21237,21237,c73102,m537,Suburbia,1996,6.5,4552.0,['comedy' 'drama'],8,10,18,0.4444444444444444,0.5555555555555556
21238,21238,c73103,m537,Suburbia,1996,6.5,4552.0,['comedy' 'drama'],2,9,11,0.1818181818181818,0.8181818181818182
21239,21239,c73104,m537,Suburbia,1996,6.5,4552.0,['comedy' 'drama'],1,9,10,0.1,0.9
21240,21240,c73105,m537,Suburbia,1996,6.5,4552.0,['comedy' 'drama'],1,8,9,0.1111111111111111,0.8888888888888888
21241,21241,c73106,m537,Suburbia,1996,6.5,4552.0,['comedy' 'drama'],6,27,33,0.1818181818181818,0.8181818181818182
21242,21242,c73107,m537,Suburbia,1996,6.5,4552.0,['comedy' 'drama'],123,79,202,0.6089108910891089,0.3910891089108911
21243,21243,c73108,m537,Suburbia,1996,6.5,4552.0,['comedy' 'drama'],19,237,256,0.07421875,0.92578125
21244,21244,c7311,m54,Erik The Viking,1989,5.9,5889.0,['comedy' 'adventure' 'fantasy'],6,13,19,0.3157894736842105,0.6842105263157895
21245,21245,c73115,m537,Suburbia,1996,6.5,4552.0,['comedy' 'drama'],17,6,23,0.7391304347826086,0.2608695652173913
21246,21246,c73116,m537,Suburbia,1996,6.5,4552.0,['comedy' 'drama'],4,11,15,0.2666666666666666,0.7333333333333333
21247,21247,c73117,m537,Suburbia,1996,6.5,4552.0,['comedy' 'drama'],142,135,277,0.5126353790613718,0.4873646209386281
21248,21248,c7312,m54,Erik The Viking,1989,5.9,5889.0,['comedy' 'adventure' 'fantasy'],7,4,11,0.6363636363636364,0.3636363636363636
21249,21249,c7313,m54,Erik The Viking,1989,5.9,5889.0,['comedy' 'adventure' 'fantasy'],4,7,11,0.3636363636363636,0.6363636363636364
21250,21250,c73136,m537,Suburbia,1996,6.5,4552.0,['comedy' 'drama'],15,5,20,0.75,0.25
21251,21251,c73137,m537,Suburbia,1996,6.5,4552.0,['comedy' 'drama'],3,6,9,0.3333333333333333,0.6666666666666666
21252,21252,c73138,m537,Suburbia,1996,6.5,4552.0,['comedy' 'drama'],3,3,6,0.5,0.5
21253,21253,c73139,m537,Suburbia,1996,6.5,4552.0,['comedy' 'drama'],2,5,7,0.2857142857142857,0.7142857142857143
21254,21254,c7314,m54,Erik The Viking,1989,5.9,5889.0,['comedy' 'adventure' 'fantasy'],21,18,39,0.5384615384615384,0.4615384615384615
21255,21255,c73140,m537,Suburbia,1996,6.5,4552.0,['comedy' 'drama'],11,6,17,0.6470588235294118,0.3529411764705882
21256,21256,c73141,m537,Suburbia,1996,6.5,4552.0,['comedy' 'drama'],16,5,21,0.7619047619047619,0.238095238095238
21257,21257,c73142,m537,Suburbia,1996,6.5,4552.0,['comedy' 'drama'],1,17,18,0.0555555555555555,0.9444444444444444
21258,21258,c73149,m537,Suburbia,1996,6.5,4552.0,['comedy' 'drama'],16,16,32,0.5,0.5
21259,21259,c7315,m54,Erik The Viking,1989,5.9,5889.0,['comedy' 'adventure' 'fantasy'],13,26,39,0.3333333333333333,0.6666666666666666
21260,21260,c73150,m537,Suburbia,1996,6.5,4552.0,['comedy' 'drama'],5,9,14,0.3571428571428571,0.6428571428571429
21261,21261,c73151,m537,Suburbia,1996,6.5,4552.0,['comedy' 'drama'],18,8,26,0.6923076923076923,0.3076923076923077
21262,21262,c73152,m537,Suburbia,1996,6.5,4552.0,['comedy' 'drama'],3,12,15,0.2,0.8
21263,21263,c73153,m537,Suburbia,1996,6.5,4552.0,['comedy' 'drama'],4,1,5,0.8,0.2
21264,21264,c73154,m537,Suburbia,1996,6.5,4552.0,['comedy' 'drama'],2,3,5,0.4,0.6
21265,21265,c73155,m537,Suburbia,1996,6.5,4552.0,['comedy' 'drama'],9,9,18,0.5,0.5
21266,21266,c73156,m537,Suburbia,1996,6.5,4552.0,['comedy' 'drama'],74,41,115,0.6434782608695652,0.3565217391304348
21267,21267,c7316,m54,Erik The Viking,1989,5.9,5889.0,['comedy' 'adventure' 'fantasy'],4,6,10,0.4,0.6
21268,21268,c7317,m54,Erik The Viking,1989,5.9,5889.0,['comedy' 'adventure' 'fantasy'],5,28,33,0.1515151515151515,0.8484848484848485
21269,21269,c7318,m54,Erik The Viking,1989,5.9,5889.0,['comedy' 'adventure' 'fantasy'],10,5,15,0.6666666666666666,0.3333333333333333
21270,21270,c73183,m537,Suburbia,1996,6.5,4552.0,['comedy' 'drama'],5,44,49,0.1020408163265306,0.8979591836734694
21271,21271,c73184,m537,Suburbia,1996,6.5,4552.0,['comedy' 'drama'],17,17,34,0.5,0.5
21272,21272,c73185,m537,Suburbia,1996,6.5,4552.0,['comedy' 'drama'],9,66,75,0.12,0.88
21273,21273,c73186,m537,Suburbia,1996,6.5,4552.0,['comedy' 'drama'],59,33,92,0.6413043478260869,0.358695652173913
21274,21274,c73187,m537,Suburbia,1996,6.5,4552.0,['comedy' 'drama'],10,118,128,0.078125,0.921875
21275,21275,c73188,m537,Suburbia,1996,6.5,4552.0,['comedy' 'drama'],106,43,149,0.7114093959731543,0.2885906040268456
21276,21276,c73189,m537,Suburbia,1996,6.5,4552.0,['comedy' 'drama'],32,4,36,0.8888888888888888,0.1111111111111111
21277,21277,c7319,m54,Erik The Viking,1989,5.9,5889.0,['comedy' 'adventure' 'fantasy'],8,5,13,0.6153846153846154,0.3846153846153846
21278,21278,c73190,m537,Suburbia,1996,6.5,4552.0,['comedy' 'drama'],29,59,88,0.3295454545454545,0.6704545454545454
21279,21279,c73191,m537,Suburbia,1996,6.5,4552.0,['comedy' 'drama'],17,2,19,0.8947368421052632,0.1052631578947368
21280,21280,c73192,m537,Suburbia,1996,6.5,4552.0,['comedy' 'drama'],9,9,18,0.5,0.5
21281,21281,c73193,m537,Suburbia,1996,6.5,4552.0,['comedy' 'drama'],6,21,27,0.2222222222222222,0.7777777777777778
21282,21282,c73194,m537,Suburbia,1996,6.5,4552.0,['comedy' 'drama'],4,10,14,0.2857142857142857,0.7142857142857143
21283,21283,c73195,m537,Suburbia,1996,6.5,4552.0,['comedy' 'drama'],8,36,44,0.1818181818181818,0.8181818181818182
21284,21284,c73196,m537,Suburbia,1996,6.5,4552.0,['comedy' 'drama'],5,2,7,0.7142857142857143,0.2857142857142857
21285,21285,c73197,m537,Suburbia,1996,6.5,4552.0,['comedy' 'drama'],4,13,17,0.2352941176470588,0.7647058823529411
21286,21286,c73198,m537,Suburbia,1996,6.5,4552.0,['comedy' 'drama'],3,2,5,0.6,0.4
21287,21287,c73199,m537,Suburbia,1996,6.5,4552.0,['comedy' 'drama'],1,3,4,0.25,0.75
21288,21288,c7320,m54,Erik The Viking,1989,5.9,5889.0,['comedy' 'adventure' 'fantasy'],10,9,19,0.5263157894736842,0.4736842105263157
21289,21289,c7321,m54,Erik The Viking,1989,5.9,5889.0,['comedy' 'adventure' 'fantasy'],16,4,20,0.8,0.2
21290,21290,c7322,m54,Erik The Viking,1989,5.9,5889.0,['comedy' 'adventure' 'fantasy'],5,1,6,0.8333333333333334,0.1666666666666666
21291,21291,c73228,m537,Suburbia,1996,6.5,4552.0,['comedy' 'drama'],4,13,17,0.2352941176470588,0.7647058823529411
21292,21292,c73229,m537,Suburbia,1996,6.5,4552.0,['comedy' 'drama'],21,16,37,0.5675675675675675,0.4324324324324324
21293,21293,c7323,m54,Erik The Viking,1989,5.9,5889.0,['comedy' 'adventure' 'fantasy'],101,60,161,0.6273291925465838,0.3726708074534161
21294,21294,c73230,m537,Suburbia,1996,6.5,4552.0,['comedy' 'drama'],1,7,8,0.125,0.875
21295,21295,c73231,m537,Suburbia,1996,6.5,4552.0,['comedy' 'drama'],25,29,54,0.4629629629629629,0.5370370370370371
21296,21296,c73232,m537,Suburbia,1996,6.5,4552.0,['comedy' 'drama'],44,68,112,0.3928571428571428,0.6071428571428571
21297,21297,c73233,m537,Suburbia,1996,6.5,4552.0,['comedy' 'drama'],25,20,45,0.5555555555555556,0.4444444444444444
21298,21298,c73234,m537,Suburbia,1996,6.5,4552.0,['comedy' 'drama'],18,4,22,0.8181818181818182,0.1818181818181818
21299,21299,c73235,m537,Suburbia,1996,6.5,4552.0,['comedy' 'drama'],16,4,20,0.8,0.2
21300,21300,c73236,m537,Suburbia,1996,6.5,4552.0,['comedy' 'drama'],36,43,79,0.4556962025316455,0.5443037974683544
21301,21301,c73237,m537,Suburbia,1996,6.5,4552.0,['comedy' 'drama'],37,32,69,0.5362318840579711,0.463768115942029
21302,21302,c73238,m537,Suburbia,1996,6.5,4552.0,['comedy' 'drama'],3,1,4,0.75,0.25
21303,21303,c73239,m537,Suburbia,1996,6.5,4552.0,['comedy' 'drama'],52,88,140,0.3714285714285714,0.6285714285714286
21304,21304,c7324,m54,Erik The Viking,1989,5.9,5889.0,['comedy' 'adventure' 'fantasy'],13,14,27,0.4814814814814814,0.5185185185185185
21305,21305,c73240,m537,Suburbia,1996,6.5,4552.0,['comedy' 'drama'],111,132,243,0.4567901234567901,0.5432098765432098
21306,21306,c73241,m537,Suburbia,1996,6.5,4552.0,['comedy' 'drama'],1,9,10,0.1,0.9
21307,21307,c73242,m537,Suburbia,1996,6.5,4552.0,['comedy' 'drama'],14,26,40,0.35,0.65
21308,21308,c73243,m537,Suburbia,1996,6.5,4552.0,['comedy' 'drama'],1,48,49,0.0204081632653061,0.979591836734694
21309,21309,c73244,m537,Suburbia,1996,6.5,4552.0,['comedy' 'drama'],22,13,35,0.6285714285714286,0.3714285714285714
21310,21310,c73245,m537,Suburbia,1996,6.5,4552.0,['comedy' 'drama'],10,8,18,0.5555555555555556,0.4444444444444444
21311,21311,c73246,m537,Suburbia,1996,6.5,4552.0,['comedy' 'drama'],30,70,100,0.3,0.7
21312,21312,c73247,m537,Suburbia,1996,6.5,4552.0,['comedy' 'drama'],9,24,33,0.2727272727272727,0.7272727272727273
21313,21313,c73248,m537,Suburbia,1996,6.5,4552.0,['comedy' 'drama'],30,19,49,0.6122448979591837,0.3877551020408163
21314,21314,c73249,m537,Suburbia,1996,6.5,4552.0,['comedy' 'drama'],47,38,85,0.5529411764705883,0.4470588235294118
21315,21315,c7325,m54,Erik The Viking,1989,5.9,5889.0,['comedy' 'adventure' 'fantasy'],17,13,30,0.5666666666666667,0.4333333333333333
21316,21316,c73250,m537,Suburbia,1996,6.5,4552.0,['comedy' 'drama'],3,10,13,0.2307692307692307,0.7692307692307693
21317,21317,c73251,m537,Suburbia,1996,6.5,4552.0,['comedy' 'drama'],6,2,8,0.75,0.25
21318,21318,c7326,m54,Erik The Viking,1989,5.9,5889.0,['comedy' 'adventure' 'fantasy'],3,8,11,0.2727272727272727,0.7272727272727273
21319,21319,c7327,m54,Erik The Viking,1989,5.9,5889.0,['comedy' 'adventure' 'fantasy'],7,5,12,0.5833333333333334,0.4166666666666667
21320,21320,c73276,m537,Suburbia,1996,6.5,4552.0,['comedy' 'drama'],78,130,208,0.375,0.625
21321,21321,c73277,m537,Suburbia,1996,6.5,4552.0,['comedy' 'drama'],7,1,8,0.875,0.125
21322,21322,c73278,m537,Suburbia,1996,6.5,4552.0,['comedy' 'drama'],53,65,118,0.4491525423728814,0.5508474576271186
21323,21323,c73279,m537,Suburbia,1996,6.5,4552.0,['comedy' 'drama'],1,99,100,0.01,0.99
21324,21324,c7328,m54,Erik The Viking,1989,5.9,5889.0,['comedy' 'adventure' 'fantasy'],1,4,5,0.2,0.8
21325,21325,c73280,m537,Suburbia,1996,6.5,4552.0,['comedy' 'drama'],5,5,10,0.5,0.5
21326,21326,c73281,m537,Suburbia,1996,6.5,4552.0,['comedy' 'drama'],1,3,4,0.25,0.75
21327,21327,c73282,m537,Suburbia,1996,6.5,4552.0,['comedy' 'drama'],4,71,75,0.0533333333333333,0.9466666666666668
21328,21328,c73283,m537,Suburbia,1996,6.5,4552.0,['comedy' 'drama'],15,2,17,0.8823529411764706,0.1176470588235294
21329,21329,c73284,m537,Suburbia,1996,6.5,4552.0,['comedy' 'drama'],2,20,22,0.0909090909090909,0.9090909090909092
21330,21330,c73285,m537,Suburbia,1996,6.5,4552.0,['comedy' 'drama'],4,22,26,0.1538461538461538,0.8461538461538461
21331,21331,c73286,m537,Suburbia,1996,6.5,4552.0,['comedy' 'drama'],4,2,6,0.6666666666666666,0.3333333333333333
21332,21332,c73287,m537,Suburbia,1996,6.5,4552.0,['comedy' 'drama'],14,8,22,0.6363636363636364,0.3636363636363636
21333,21333,c73288,m537,Suburbia,1996,6.5,4552.0,['comedy' 'drama'],12,13,25,0.48,0.52
21334,21334,c73289,m537,Suburbia,1996,6.5,4552.0,['comedy' 'drama'],57,61,118,0.4830508474576271,0.5169491525423728
21335,21335,c7329,m54,Erik The Viking,1989,5.9,5889.0,['comedy' 'adventure' 'fantasy'],9,28,37,0.2432432432432432,0.7567567567567568
21336,21336,c73290,m537,Suburbia,1996,6.5,4552.0,['comedy' 'drama'],3,3,6,0.5,0.5
21337,21337,c73291,m537,Suburbia,1996,6.5,4552.0,['comedy' 'drama'],14,8,22,0.6363636363636364,0.3636363636363636
21338,21338,c73292,m537,Suburbia,1996,6.5,4552.0,['comedy' 'drama'],8,5,13,0.6153846153846154,0.3846153846153846
21339,21339,c73293,m537,Suburbia,1996,6.5,4552.0,['comedy' 'drama'],7,3,10,0.7,0.3
21340,21340,c7330,m54,Erik The Viking,1989,5.9,5889.0,['comedy' 'adventure' 'fantasy'],16,6,22,0.7272727272727273,0.2727272727272727
21341,21341,c73306,m537,Suburbia,1996,6.5,4552.0,['comedy' 'drama'],10,26,36,0.2777777777777778,0.7222222222222222
21342,21342,c73307,m537,Suburbia,1996,6.5,4552.0,['comedy' 'drama'],9,40,49,0.1836734693877551,0.8163265306122449
21343,21343,c73308,m537,Suburbia,1996,6.5,4552.0,['comedy' 'drama'],2,37,39,0.0512820512820512,0.9487179487179488
21344,21344,c73309,m537,Suburbia,1996,6.5,4552.0,['comedy' 'drama'],16,8,24,0.6666666666666666,0.3333333333333333
21345,21345,c7331,m54,Erik The Viking,1989,5.9,5889.0,['comedy' 'adventure' 'fantasy'],14,2,16,0.875,0.125
21346,21346,c73310,m537,Suburbia,1996,6.5,4552.0,['comedy' 'drama'],3,5,8,0.375,0.625
21347,21347,c73311,m537,Suburbia,1996,6.5,4552.0,['comedy' 'drama'],15,24,39,0.3846153846153846,0.6153846153846154
21348,21348,c73312,m537,Suburbia,1996,6.5,4552.0,['comedy' 'drama'],4,10,14,0.2857142857142857,0.7142857142857143
21349,21349,c73313,m537,Suburbia,1996,6.5,4552.0,['comedy' 'drama'],18,16,34,0.5294117647058824,0.4705882352941176
21350,21350,c73314,m537,Suburbia,1996,6.5,4552.0,['comedy' 'drama'],11,5,16,0.6875,0.3125
21351,21351,c73315,m537,Suburbia,1996,6.5,4552.0,['comedy' 'drama'],14,62,76,0.1842105263157894,0.8157894736842105
21352,21352,c73316,m537,Suburbia,1996,6.5,4552.0,['comedy' 'drama'],11,16,27,0.4074074074074074,0.5925925925925926
21353,21353,c7332,m54,Erik The Viking,1989,5.9,5889.0,['comedy' 'adventure' 'fantasy'],10,6,16,0.625,0.375
21354,21354,c7333,m54,Erik The Viking,1989,5.9,5889.0,['comedy' 'adventure' 'fantasy'],29,11,40,0.725,0.275
21355,21355,c7334,m54,Erik The Viking,1989,5.9,5889.0,['comedy' 'adventure' 'fantasy'],3,7,10,0.3,0.7
21356,21356,c73345,m538,Sugar & Spice,2001,5.2,6981.0,['comedy' 'crime'],2,16,18,0.1111111111111111,0.8888888888888888
21357,21357,c73346,m538,Sugar & Spice,2001,5.2,6981.0,['comedy' 'crime'],118,44,162,0.7283950617283951,0.2716049382716049
21358,21358,c73347,m538,Sugar & Spice,2001,5.2,6981.0,['comedy' 'crime'],7,16,23,0.3043478260869565,0.6956521739130435
21359,21359,c73348,m538,Sugar & Spice,2001,5.2,6981.0,['comedy' 'crime'],2,81,83,0.0240963855421686,0.9759036144578314
21360,21360,c73349,m538,Sugar & Spice,2001,5.2,6981.0,['comedy' 'crime'],14,29,43,0.3255813953488372,0.6744186046511628
21361,21361,c7335,m54,Erik The Viking,1989,5.9,5889.0,['comedy' 'adventure' 'fantasy'],8,2,10,0.8,0.2
21362,21362,c73350,m538,Sugar & Spice,2001,5.2,6981.0,['comedy' 'crime'],1,21,22,0.0454545454545454,0.9545454545454546
21363,21363,c73351,m538,Sugar & Spice,2001,5.2,6981.0,['comedy' 'crime'],14,3,17,0.8235294117647058,0.1764705882352941
21364,21364,c73352,m538,Sugar & Spice,2001,5.2,6981.0,['comedy' 'crime'],7,23,30,0.2333333333333333,0.7666666666666667
21365,21365,c73353,m538,Sugar & Spice,2001,5.2,6981.0,['comedy' 'crime'],11,76,87,0.1264367816091954,0.8735632183908046
21366,21366,c7336,m54,Erik The Viking,1989,5.9,5889.0,['comedy' 'adventure' 'fantasy'],29,8,37,0.7837837837837838,0.2162162162162162
21367,21367,c7337,m54,Erik The Viking,1989,5.9,5889.0,['comedy' 'adventure' 'fantasy'],12,10,22,0.5454545454545454,0.4545454545454545
21368,21368,c73419,m539,Sunset Blvd.,1950,8.7,55994.0,['drama' 'film-noir'],18,18,36,0.5,0.5
21369,21369,c73420,m539,Sunset Blvd.,1950,8.7,55994.0,['drama' 'film-noir'],32,12,44,0.7272727272727273,0.2727272727272727
21370,21370,c73421,m539,Sunset Blvd.,1950,8.7,55994.0,['drama' 'film-noir'],8,3,11,0.7272727272727273,0.2727272727272727
21371,21371,c73422,m539,Sunset Blvd.,1950,8.7,55994.0,['drama' 'film-noir'],3,6,9,0.3333333333333333,0.6666666666666666
21372,21372,c73423,m539,Sunset Blvd.,1950,8.7,55994.0,['drama' 'film-noir'],44,25,69,0.6376811594202898,0.3623188405797101
21373,21373,c73424,m539,Sunset Blvd.,1950,8.7,55994.0,['drama' 'film-noir'],6,5,11,0.5454545454545454,0.4545454545454545
21374,21374,c73425,m539,Sunset Blvd.,1950,8.7,55994.0,['drama' 'film-noir'],72,94,166,0.4337349397590361,0.5662650602409639
21375,21375,c73426,m539,Sunset Blvd.,1950,8.7,55994.0,['drama' 'film-noir'],39,18,57,0.6842105263157895,0.3157894736842105
21376,21376,c73427,m539,Sunset Blvd.,1950,8.7,55994.0,['drama' 'film-noir'],10,6,16,0.625,0.375
21377,21377,c73428,m539,Sunset Blvd.,1950,8.7,55994.0,['drama' 'film-noir'],103,24,127,0.8110236220472441,0.1889763779527559
21378,21378,c73429,m539,Sunset Blvd.,1950,8.7,55994.0,['drama' 'film-noir'],37,9,46,0.8043478260869565,0.1956521739130435
21379,21379,c73430,m539,Sunset Blvd.,1950,8.7,55994.0,['drama' 'film-noir'],7,20,27,0.2592592592592592,0.7407407407407407
21380,21380,c73431,m539,Sunset Blvd.,1950,8.7,55994.0,['drama' 'film-noir'],34,8,42,0.8095238095238095,0.1904761904761904
21381,21381,c73432,m539,Sunset Blvd.,1950,8.7,55994.0,['drama' 'film-noir'],4,24,28,0.1428571428571428,0.8571428571428571
21382,21382,c73433,m539,Sunset Blvd.,1950,8.7,55994.0,['drama' 'film-noir'],116,49,165,0.703030303030303,0.296969696969697
21383,21383,c73434,m539,Sunset Blvd.,1950,8.7,55994.0,['drama' 'film-noir'],76,48,124,0.6129032258064516,0.3870967741935484
21384,21384,c73435,m539,Sunset Blvd.,1950,8.7,55994.0,['drama' 'film-noir'],29,74,103,0.2815533980582524,0.7184466019417476
21385,21385,c73436,m539,Sunset Blvd.,1950,8.7,55994.0,['drama' 'film-noir'],3,9,12,0.25,0.75
21386,21386,c73437,m539,Sunset Blvd.,1950,8.7,55994.0,['drama' 'film-noir'],16,41,57,0.2807017543859649,0.7192982456140351
21387,21387,c73438,m539,Sunset Blvd.,1950,8.7,55994.0,['drama' 'film-noir'],45,48,93,0.4838709677419355,0.5161290322580645
21388,21388,c73439,m539,Sunset Blvd.,1950,8.7,55994.0,['drama' 'film-noir'],202,44,246,0.8211382113821138,0.1788617886178861
21389,21389,c73440,m539,Sunset Blvd.,1950,8.7,55994.0,['drama' 'film-noir'],7,65,72,0.0972222222222222,0.9027777777777778
21390,21390,c73441,m539,Sunset Blvd.,1950,8.7,55994.0,['drama' 'film-noir'],17,36,53,0.320754716981132,0.6792452830188679
21391,21391,c73442,m539,Sunset Blvd.,1950,8.7,55994.0,['drama' 'film-noir'],35,29,64,0.546875,0.453125
21392,21392,c73443,m539,Sunset Blvd.,1950,8.7,55994.0,['drama' 'film-noir'],24,18,42,0.5714285714285714,0.4285714285714285
21393,21393,c73444,m539,Sunset Blvd.,1950,8.7,55994.0,['drama' 'film-noir'],12,6,18,0.6666666666666666,0.3333333333333333
21394,21394,c73445,m539,Sunset Blvd.,1950,8.7,55994.0,['drama' 'film-noir'],9,36,45,0.2,0.8
21395,21395,c73446,m539,Sunset Blvd.,1950,8.7,55994.0,['drama' 'film-noir'],13,55,68,0.1911764705882352,0.8088235294117647
21396,21396,c73447,m539,Sunset Blvd.,1950,8.7,55994.0,['drama' 'film-noir'],59,165,224,0.2633928571428571,0.7366071428571429
21397,21397,c73454,m539,Sunset Blvd.,1950,8.7,55994.0,['drama' 'film-noir'],23,3,26,0.8846153846153846,0.1153846153846153
21398,21398,c73455,m539,Sunset Blvd.,1950,8.7,55994.0,['drama' 'film-noir'],19,6,25,0.76,0.24
21399,21399,c73456,m539,Sunset Blvd.,1950,8.7,55994.0,['drama' 'film-noir'],7,56,63,0.1111111111111111,0.8888888888888888
21400,21400,c73457,m539,Sunset Blvd.,1950,8.7,55994.0,['drama' 'film-noir'],143,56,199,0.7185929648241206,0.2814070351758794
21401,21401,c73458,m539,Sunset Blvd.,1950,8.7,55994.0,['drama' 'film-noir'],2,6,8,0.25,0.75
21402,21402,c73459,m539,Sunset Blvd.,1950,8.7,55994.0,['drama' 'film-noir'],9,2,11,0.8181818181818182,0.1818181818181818
21403,21403,c73460,m539,Sunset Blvd.,1950,8.7,55994.0,['drama' 'film-noir'],12,35,47,0.2553191489361702,0.7446808510638298
21404,21404,c73461,m539,Sunset Blvd.,1950,8.7,55994.0,['drama' 'film-noir'],15,6,21,0.7142857142857143,0.2857142857142857
21405,21405,c73462,m539,Sunset Blvd.,1950,8.7,55994.0,['drama' 'film-noir'],41,22,63,0.6507936507936508,0.3492063492063492
21406,21406,c73463,m539,Sunset Blvd.,1950,8.7,55994.0,['drama' 'film-noir'],98,34,132,0.7424242424242424,0.2575757575757575
21407,21407,c73464,m539,Sunset Blvd.,1950,8.7,55994.0,['drama' 'film-noir'],69,84,153,0.4509803921568627,0.5490196078431373
21408,21408,c73465,m539,Sunset Blvd.,1950,8.7,55994.0,['drama' 'film-noir'],49,50,99,0.494949494949495,0.5050505050505051
21409,21409,c73466,m539,Sunset Blvd.,1950,8.7,55994.0,['drama' 'film-noir'],96,54,150,0.64,0.36
21410,21410,c73467,m539,Sunset Blvd.,1950,8.7,55994.0,['drama' 'film-noir'],40,40,80,0.5,0.5
21411,21411,c73468,m539,Sunset Blvd.,1950,8.7,55994.0,['drama' 'film-noir'],24,20,44,0.5454545454545454,0.4545454545454545
21412,21412,c73469,m539,Sunset Blvd.,1950,8.7,55994.0,['drama' 'film-noir'],59,24,83,0.7108433734939759,0.2891566265060241
21413,21413,c73470,m539,Sunset Blvd.,1950,8.7,55994.0,['drama' 'film-noir'],61,20,81,0.7530864197530864,0.2469135802469135
21414,21414,c73471,m539,Sunset Blvd.,1950,8.7,55994.0,['drama' 'film-noir'],30,8,38,0.7894736842105263,0.2105263157894736
21415,21415,c73473,m539,Sunset Blvd.,1950,8.7,55994.0,['drama' 'film-noir'],2,7,9,0.2222222222222222,0.7777777777777778
21416,21416,c73474,m539,Sunset Blvd.,1950,8.7,55994.0,['drama' 'film-noir'],21,28,49,0.4285714285714285,0.5714285714285714
21417,21417,c73475,m539,Sunset Blvd.,1950,8.7,55994.0,['drama' 'film-noir'],7,6,13,0.5384615384615384,0.4615384615384615
21418,21418,c73476,m539,Sunset Blvd.,1950,8.7,55994.0,['drama' 'film-noir'],3,7,10,0.3,0.7
21419,21419,c73477,m539,Sunset Blvd.,1950,8.7,55994.0,['drama' 'film-noir'],5,5,10,0.5,0.5
21420,21420,c73478,m539,Sunset Blvd.,1950,8.7,55994.0,['drama' 'film-noir'],22,49,71,0.3098591549295774,0.6901408450704225
21421,21421,c73479,m539,Sunset Blvd.,1950,8.7,55994.0,['drama' 'film-noir'],36,20,56,0.6428571428571429,0.3571428571428571
21422,21422,c73480,m539,Sunset Blvd.,1950,8.7,55994.0,['drama' 'film-noir'],45,20,65,0.6923076923076923,0.3076923076923077
21423,21423,c73481,m539,Sunset Blvd.,1950,8.7,55994.0,['drama' 'film-noir'],39,60,99,0.3939393939393939,0.6060606060606061
21424,21424,c73482,m539,Sunset Blvd.,1950,8.7,55994.0,['drama' 'film-noir'],19,25,44,0.4318181818181818,0.5681818181818182
21425,21425,c73483,m539,Sunset Blvd.,1950,8.7,55994.0,['drama' 'film-noir'],32,51,83,0.3855421686746988,0.6144578313253012
21426,21426,c73484,m539,Sunset Blvd.,1950,8.7,55994.0,['drama' 'film-noir'],5,9,14,0.3571428571428571,0.6428571428571429
21427,21427,c73485,m539,Sunset Blvd.,1950,8.7,55994.0,['drama' 'film-noir'],26,5,31,0.8387096774193549,0.1612903225806451
21428,21428,c73486,m539,Sunset Blvd.,1950,8.7,55994.0,['drama' 'film-noir'],48,18,66,0.7272727272727273,0.2727272727272727
21429,21429,c73487,m539,Sunset Blvd.,1950,8.7,55994.0,['drama' 'film-noir'],9,16,25,0.36,0.64
21430,21430,c73488,m539,Sunset Blvd.,1950,8.7,55994.0,['drama' 'film-noir'],12,10,22,0.5454545454545454,0.4545454545454545
21431,21431,c73489,m539,Sunset Blvd.,1950,8.7,55994.0,['drama' 'film-noir'],48,13,61,0.7868852459016393,0.2131147540983606
21432,21432,c73490,m539,Sunset Blvd.,1950,8.7,55994.0,['drama' 'film-noir'],46,4,50,0.92,0.08
21433,21433,c73491,m539,Sunset Blvd.,1950,8.7,55994.0,['drama' 'film-noir'],10,12,22,0.4545454545454545,0.5454545454545454
21434,21434,c73492,m539,Sunset Blvd.,1950,8.7,55994.0,['drama' 'film-noir'],23,4,27,0.8518518518518519,0.1481481481481481
21435,21435,c73493,m539,Sunset Blvd.,1950,8.7,55994.0,['drama' 'film-noir'],42,6,48,0.875,0.125
21436,21436,c73494,m539,Sunset Blvd.,1950,8.7,55994.0,['drama' 'film-noir'],9,2,11,0.8181818181818182,0.1818181818181818
21437,21437,c73495,m539,Sunset Blvd.,1950,8.7,55994.0,['drama' 'film-noir'],137,45,182,0.7527472527472527,0.2472527472527472
