,Conv_ID,Title,MovieID,Year,Female,Count,Convo_Genders
61757,c65711,the princess bride,m480,1987,0,3,mm
61758,c65712,the princess bride,m480,1987,0,9,mm
61759,c65713,the princess bride,m480,1987,0,4,mm
61760,c65714,the princess bride,m480,1987,0,5,mm
61761,c65715,the princess bride,m480,1987,0,9,mm
61762,c65716,the producers,m481,1968,0,6,mm
61763,c65717,the producers,m481,1968,0,3,mm
61764,c65718,the producers,m481,1968,0,3,mm
61765,c65719,the producers,m481,1968,0,10,mm
61766,c6572,croupier,m46,1998,0,4,mm
61767,c65720,the producers,m481,1968,0,6,mm
61768,c65721,the producers,m481,1968,0,3,mm
61769,c65722,the producers,m481,1968,0,2,mm
61770,c65723,the producers,m481,1968,0,2,mm
61771,c65724,the producers,m481,1968,0,2,mm
61772,c65725,the producers,m481,1968,0,4,mm
61773,c65726,the producers,m481,1968,0,2,mm
61774,c65727,the producers,m481,1968,0,9,mm
61775,c65728,the producers,m481,1968,0,2,mm
61776,c65729,the producers,m481,1968,0,5,mm
61777,c6573,croupier,m46,1998,0,4,mm
61778,c65730,the producers,m481,1968,0,8,mm
61779,c65731,the producers,m481,1968,0,8,mm
61780,c65732,the producers,m481,1968,0,6,mm
61781,c65733,the producers,m481,1968,0,11,mm
61782,c65734,the producers,m481,1968,0,8,mm
61783,c65735,the producers,m481,1968,0,3,mm
61784,c65736,the producers,m481,1968,0,8,mm
61785,c65737,the producers,m481,1968,0,4,mm
61786,c65738,the producers,m481,1968,0,2,mm
61787,c65739,the producers,m481,1968,0,3,mm
61788,c6574,croupier,m46,1998,0,4,mm
61789,c65740,the producers,m481,1968,0,5,mm
61790,c65741,the producers,m481,1968,0,5,mm
61791,c65742,the producers,m481,1968,0,9,mm
61792,c65743,the producers,m481,1968,0,3,mm
61793,c65744,the producers,m481,1968,0,4,mm
61794,c65745,the producers,m481,1968,0,2,mm
61795,c65746,the producers,m481,1968,0,3,mm
61796,c65747,the producers,m481,1968,0,5,mm
61797,c65748,the producers,m481,1968,0,3,mm
61798,c65749,the producers,m481,1968,0,2,mm
61799,c6575,croupier,m46,1998,0,3,mm
61800,c65750,the producers,m481,1968,0,3,mm
61801,c65751,the producers,m481,1968,0,6,mm
61802,c65752,the producers,m481,1968,0,2,mm
61803,c65753,the producers,m481,1968,0,4,mm
61804,c65754,the producers,m481,1968,0,8,mm
61805,c65755,the producers,m481,1968,0,2,mm
61806,c65756,the producers,m481,1968,0,3,mm
61807,c65757,the producers,m481,1968,0,2,mm
61808,c65758,the producers,m481,1968,0,6,mm
61809,c65759,the producers,m481,1968,0,2,mm
61810,c6576,croupier,m46,1998,0,3,mm
61811,c65760,the producers,m481,1968,0,3,mm
61812,c65761,the producers,m481,1968,0,3,mm
61813,c65762,the producers,m481,1968,0,3,mm
61814,c65763,the producers,m481,1968,0,2,mm
61815,c65764,the producers,m481,1968,0,2,mm
61816,c65765,the producers,m481,1968,0,2,mm
61817,c65766,the producers,m481,1968,0,11,mm
61818,c65767,the producers,m481,1968,0,2,mm
61819,c65768,the producers,m481,1968,0,6,mm
61820,c65769,the producers,m481,1968,0,5,mm
61821,c6577,croupier,m46,1998,0,4,mm
61822,c65770,the producers,m481,1968,0,2,mm
61823,c65771,the producers,m481,1968,0,5,mm
61824,c65772,the producers,m481,1968,0,2,mm
61825,c65773,the producers,m481,1968,0,2,mm
61826,c65774,the producers,m481,1968,0,2,mm
61827,c65775,the producers,m481,1968,0,5,mm
61828,c65776,the producers,m481,1968,0,2,mm
61829,c65777,the producers,m481,1968,0,3,mm
61830,c65778,the producers,m481,1968,0,3,mm
61831,c65779,the producers,m481,1968,0,2,mm
61832,c6578,croupier,m46,1998,0,3,mm
61833,c65780,the producers,m481,1968,0,2,mm
61834,c65781,the producers,m481,1968,0,2,mm
61835,c65782,the producers,m481,1968,0,4,mm
61836,c65783,the producers,m481,1968,0,2,mm
61837,c65784,the producers,m481,1968,0,2,mm
61838,c65785,the producers,m481,1968,0,4,mm
61839,c65786,the producers,m481,1968,0,4,mm
61840,c65787,the producers,m481,1968,0,2,mm
61841,c65788,the producers,m481,1968,0,2,mm
61842,c65789,the producers,m481,1968,0,2,mm
61843,c6579,croupier,m46,1998,0,2,mm
61844,c65790,the producers,m481,1968,0,9,mm
61845,c65791,the producers,m481,1968,0,4,mm
61846,c65792,the producers,m481,1968,0,4,mm
61847,c65793,the producers,m481,1968,0,2,mm
61848,c65794,the producers,m481,1968,0,3,mm
61849,c65795,the producers,m481,1968,0,7,mm
61850,c65796,the producers,m481,1968,0,2,mm
61851,c65797,the producers,m481,1968,0,11,mm
61852,c65798,the producers,m481,1968,0,11,mm
61853,c65799,the producers,m481,1968,0,8,mm
61854,c658,48 hrs.,m4,1982,0,2,mm
61855,c6580,croupier,m46,1998,0,6,mm
61856,c65800,the producers,m481,1968,0,2,mm
61857,c65801,the producers,m481,1968,0,4,mm
61858,c65802,the producers,m481,1968,0,10,mm
61859,c65803,the producers,m481,1968,0,5,mm
61860,c65804,the producers,m481,1968,0,2,mm
61861,c65805,the producers,m481,1968,0,7,mm
61862,c65806,psycho,m482,1960,0,5,mm
61863,c65807,psycho,m482,1960,0,7,mm
61864,c65808,psycho,m482,1960,0,5,mm
61865,c65809,psycho,m482,1960,0,3,mm
61866,c6581,croupier,m46,1998,0,7,mm
61867,c65810,psycho,m482,1960,0,3,mm
61868,c65811,psycho,m482,1960,0,2,mm
61869,c65812,psycho,m482,1960,0,33,mm
61870,c65813,psycho,m482,1960,0,5,mm
61871,c65814,psycho,m482,1960,0,15,mm
61872,c65815,psycho,m482,1960,0,3,mm
61873,c65816,psycho,m482,1960,0,2,mm
61874,c65817,psycho,m482,1960,0,2,mm
61875,c65818,psycho,m482,1960,0,3,mm
61876,c65819,psycho,m482,1960,0,3,mm
61877,c6582,croupier,m46,1998,0,4,mm
61878,c65820,psycho,m482,1960,1,2,mf
61879,c65821,psycho,m482,1960,2,4,mf
61880,c65822,psycho,m482,1960,2,4,mf
61881,c65823,psycho,m482,1960,4,8,mf
61882,c65824,psycho,m482,1960,5,10,mf
61883,c65825,psycho,m482,1960,1,3,mf
61884,c65826,psycho,m482,1960,3,7,mf
61885,c65827,psycho,m482,1960,2,4,mf
61886,c65828,psycho,m482,1960,1,2,mf
61887,c65829,psycho,m482,1960,1,2,mf
61888,c6583,croupier,m46,1998,0,3,mm
61889,c65830,psycho,m482,1960,0,4,mm
61890,c65831,psycho,m482,1960,0,4,mm
61891,c65832,psycho,m482,1960,2,4,mf
61892,c65833,psycho,m482,1960,1,2,mf
61893,c65834,psycho,m482,1960,2,4,mf
61894,c65835,psycho,m482,1960,4,7,mf
61895,c65836,psycho,m482,1960,1,2,mf
61896,c65837,psycho,m482,1960,1,3,mf
61897,c65838,psycho,m482,1960,1,2,mf
61898,c65839,psycho,m482,1960,1,2,mf
61899,c6584,croupier,m46,1998,0,4,mm
61900,c65840,psycho,m482,1960,2,3,mf
61901,c65841,psycho,m482,1960,1,3,mf
61902,c65842,psycho,m482,1960,2,3,mf
61903,c65843,psycho,m482,1960,4,8,mf
61904,c65844,psycho,m482,1960,6,12,mf
61905,c65845,psycho,m482,1960,4,9,mf
61906,c65846,psycho,m482,1960,1,2,mf
61907,c65847,psycho,m482,1960,10,20,mf
61908,c65848,psycho,m482,1960,8,16,mf
61909,c65849,psycho,m482,1960,1,3,mf
61910,c6585,croupier,m46,1998,0,2,mm
61911,c65850,psycho,m482,1960,1,3,mf
61912,c65851,psycho,m482,1960,2,5,mf
61913,c65852,psycho,m482,1960,4,9,mf
61914,c65853,psycho,m482,1960,1,3,mf
61915,c65854,psycho,m482,1960,2,5,mf
61916,c65855,psycho,m482,1960,2,4,mf
61917,c65856,psycho,m482,1960,1,2,mf
61918,c65857,psycho,m482,1960,1,2,mf
61919,c65858,psycho,m482,1960,1,2,mf
61920,c65859,psycho,m482,1960,2,3,mf
61921,c6586,croupier,m46,1998,0,2,mm
61922,c65860,psycho,m482,1960,1,3,mf
61923,c65861,psycho,m482,1960,4,8,mf
61924,c65862,psycho,m482,1960,3,5,mf
61925,c65863,psycho,m482,1960,1,2,mf
61926,c65864,psycho,m482,1960,1,2,mf
61927,c65865,psycho,m482,1960,4,7,mf
61928,c65866,psycho,m482,1960,2,4,mf
61929,c65867,psycho,m482,1960,1,2,mf
61930,c65868,psycho,m482,1960,3,5,mf
61931,c65869,psycho,m482,1960,1,3,mf
61932,c6587,croupier,m46,1998,0,3,mm
61933,c65870,psycho,m482,1960,1,2,mf
61934,c65871,psycho,m482,1960,10,21,mf
61935,c65872,psycho,m482,1960,5,11,mf
61936,c65873,psycho,m482,1960,1,3,mf
61937,c65874,psycho,m482,1960,4,8,mf
61938,c65875,psycho,m482,1960,3,6,mf
61939,c65876,psycho,m482,1960,2,5,mf
61940,c65877,psycho,m482,1960,1,2,mf
61941,c65878,psycho,m482,1960,2,4,mf
61942,c65879,psycho,m482,1960,2,5,mf
61943,c6588,croupier,m46,1998,0,2,mm
61944,c65880,psycho,m482,1960,4,9,mf
61945,c65881,psycho,m482,1960,2,3,mf
61946,c65882,psycho,m482,1960,1,2,mf
61947,c65883,psycho,m482,1960,1,2,mf
61948,c65884,psycho,m482,1960,1,3,mf
61949,c65885,psycho,m482,1960,16,31,mf
61950,c65886,psycho,m482,1960,2,5,mf
61951,c65887,psycho,m482,1960,8,16,mf
61952,c65888,psycho,m482,1960,7,15,mf
61953,c65889,psycho,m482,1960,1,3,mf
61954,c6589,croupier,m46,1998,0,3,mm
61955,c65890,psycho,m482,1960,1,2,mf
61956,c65891,psycho,m482,1960,1,3,mf
61957,c65892,psycho,m482,1960,0,3,mm
61958,c65893,psycho,m482,1960,0,2,mm
61959,c65894,psycho,m482,1960,0,6,mm
61960,c65895,psycho,m482,1960,0,3,mm
61961,c65896,psycho,m482,1960,0,2,mm
61962,c65897,psycho,m482,1960,0,2,mm
61963,c65898,psycho,m482,1960,0,2,mm
61964,c65899,psycho,m482,1960,0,3,mm
61965,c659,48 hrs.,m4,1982,0,2,mm
61966,c6590,croupier,m46,1998,0,3,mm
61967,c65900,psycho,m482,1960,0,2,mm
61968,c65901,psycho,m482,1960,0,3,mm
61969,c65902,psycho,m482,1960,0,2,mm
61970,c65903,psycho,m482,1960,0,3,mm
61971,c65904,psycho,m482,1960,0,2,mm
61972,c65905,psycho,m482,1960,0,2,mm
61973,c65906,psycho,m482,1960,0,3,mm
61974,c65907,psycho,m482,1960,0,4,mm
61975,c65908,psycho,m482,1960,0,5,mm
61976,c65909,psycho,m482,1960,0,3,mm
61977,c6591,dark star,m47,1974,0,2,mm
61978,c65910,psycho,m482,1960,0,2,mm
61979,c65911,psycho,m482,1960,0,10,mm
61980,c65912,psycho,m482,1960,0,7,mm
61981,c65913,psycho,m482,1960,0,2,mm
61982,c65914,psycho,m482,1960,0,2,mm
61983,c65915,psycho,m482,1960,0,2,mm
61984,c65916,psycho,m482,1960,0,2,mm
61985,c65917,psycho,m482,1960,0,2,mm
61986,c65918,psycho,m482,1960,0,3,mm
61987,c65919,psycho,m482,1960,0,2,mm
61988,c6592,dark star,m47,1974,0,2,mm
61989,c65920,psycho,m482,1960,0,2,mm
61990,c65921,maniac,m483,1980,0,6,mm
61991,c65922,maniac,m483,1980,0,6,mm
61992,c65923,maniac,m483,1980,0,2,mm
61993,c65924,maniac,m483,1980,0,4,mm
61994,c65925,maniac,m483,1980,0,7,mm
61995,c65926,maniac,m483,1980,0,2,mm
61996,c65927,maniac,m483,1980,0,9,mm
61997,c65928,maniac,m483,1980,0,2,mm
61998,c65929,maniac,m483,1980,0,3,mm
61999,c6593,dark star,m47,1974,0,8,mm
62000,c65930,maniac,m483,1980,0,4,mm
62001,c65931,maniac,m483,1980,0,4,mm
62002,c65932,maniac,m483,1980,0,2,mm
62003,c65933,maniac,m483,1980,0,3,mm
62004,c65934,maniac,m483,1980,0,2,mm
62005,c65935,maniac,m483,1980,0,6,mm
62006,c65936,maniac,m483,1980,0,4,mm
62007,c65937,maniac,m483,1980,0,2,mm
62008,c65938,maniac,m483,1980,0,6,mm
62009,c65939,maniac,m483,1980,0,2,mm
62010,c6594,dark star,m47,1974,0,2,mm
62011,c65940,maniac,m483,1980,0,2,mm
62012,c65941,maniac,m483,1980,0,2,mm
62013,c65942,maniac,m483,1980,0,5,mm
62014,c65943,maniac,m483,1980,0,6,mm
62015,c65944,maniac,m483,1980,0,3,mm
62016,c65945,maniac,m483,1980,0,3,mm
62017,c65946,maniac,m483,1980,0,2,mm
62018,c65947,maniac,m483,1980,0,5,mm
62019,c65948,maniac,m483,1980,0,2,mm
62020,c65949,maniac,m483,1980,0,3,mm
62021,c6595,dark star,m47,1974,0,2,mm
62022,c65950,maniac,m483,1980,0,2,mm
62023,c65951,maniac,m483,1980,0,2,mm
62024,c65952,maniac,m483,1980,0,3,mm
62025,c65953,vampyr,m484,1932,0,3,mm
62026,c65954,vampyr,m484,1932,0,5,mm
62027,c65955,vampyr,m484,1932,0,5,mm
62028,c65956,vampyr,m484,1932,0,3,mm
62029,c65957,vampyr,m484,1932,0,2,mm
62030,c65958,vampyr,m484,1932,0,4,mm
62031,c65959,vampyr,m484,1932,0,3,mm
62032,c6596,dark star,m47,1974,0,2,mm
62033,c65960,vampyr,m484,1932,0,7,mm
62034,c65961,mystery of the wax museum,m485,1933,0,6,mm
62035,c65962,mystery of the wax museum,m485,1933,3,3,ff
62036,c65963,mystery of the wax museum,m485,1933,6,6,ff
62037,c65964,mystery of the wax museum,m485,1933,9,9,ff
62038,c65965,mystery of the wax museum,m485,1933,2,2,ff
62039,c65966,mystery of the wax museum,m485,1933,10,10,ff
62040,c65967,mystery of the wax museum,m485,1933,2,2,ff
62041,c65968,mystery of the wax museum,m485,1933,1,2,mf
62042,c65969,mystery of the wax museum,m485,1933,1,2,mf
62043,c6597,dark star,m47,1974,0,9,mm
62044,c65970,mystery of the wax museum,m485,1933,5,10,mf
62045,c65971,mystery of the wax museum,m485,1933,3,6,mf
62046,c65972,mystery of the wax museum,m485,1933,2,4,mf
62047,c65973,mystery of the wax museum,m485,1933,1,2,mf
62048,c65974,mystery of the wax museum,m485,1933,1,2,mf
62049,c65975,mystery of the wax museum,m485,1933,4,7,mf
62050,c65976,mystery of the wax museum,m485,1933,1,2,mf
62051,c65977,mystery of the wax museum,m485,1933,2,3,mf
62052,c65978,mystery of the wax museum,m485,1933,1,2,mf
62053,c65979,mystery of the wax museum,m485,1933,3,6,mf
62054,c6598,dark star,m47,1974,0,4,mm
62055,c65980,mystery of the wax museum,m485,1933,3,5,mf
62056,c65981,mystery of the wax museum,m485,1933,2,3,mf
62057,c65982,mystery of the wax museum,m485,1933,1,2,mf
62058,c65983,mystery of the wax museum,m485,1933,4,8,mf
62059,c65984,mystery of the wax museum,m485,1933,2,4,mf
62060,c65985,mystery of the wax museum,m485,1933,2,3,mf
62061,c65986,mystery of the wax museum,m485,1933,11,22,mf
62062,c65987,mystery of the wax museum,m485,1933,2,4,mf
62063,c65988,mystery of the wax museum,m485,1933,1,2,mf
62064,c65989,mystery of the wax museum,m485,1933,1,3,mf
62065,c6599,dark star,m47,1974,0,4,mm
62066,c65990,mystery of the wax museum,m485,1933,1,2,mf
62067,c65991,mystery of the wax museum,m485,1933,1,2,mf
62068,c65992,mystery of the wax museum,m485,1933,13,25,mf
62069,c65993,mystery of the wax museum,m485,1933,5,9,mf
62070,c65994,mystery of the wax museum,m485,1933,1,2,mf
62071,c65995,mystery of the wax museum,m485,1933,1,2,mf
62072,c65996,mystery of the wax museum,m485,1933,0,5,mm
62073,c65997,mystery of the wax museum,m485,1933,0,4,mm
62074,c65998,mystery of the wax museum,m485,1933,10,20,mf
62075,c65999,mystery of the wax museum,m485,1933,3,5,mf
62076,c66,10 things i hate about you,m0,1999,0,3,mm
62077,c660,48 hrs.,m4,1982,0,4,mm
62078,c6600,dark star,m47,1974,0,2,mm
62079,c66000,mystery of the wax museum,m485,1933,3,6,mf
62080,c66001,mystery of the wax museum,m485,1933,1,3,mf
62081,c66002,mystery of the wax museum,m485,1933,2,3,mf
62082,c66003,mystery of the wax museum,m485,1933,2,3,mf
62083,c66004,mystery of the wax museum,m485,1933,1,2,mf
62084,c66005,mystery of the wax museum,m485,1933,1,3,mf
62085,c66006,mystery of the wax museum,m485,1933,2,3,mf
62086,c66007,mystery of the wax museum,m485,1933,1,2,mf
62087,c66008,mystery of the wax museum,m485,1933,1,3,mf
62088,c66009,mystery of the wax museum,m485,1933,11,21,mf
62089,c6601,dark star,m47,1974,0,2,mm
62090,c66010,mystery of the wax museum,m485,1933,3,6,mf
62091,c66011,mystery of the wax museum,m485,1933,1,2,mf
62092,c66012,mystery of the wax museum,m485,1933,1,2,mf
62093,c66013,mystery of the wax museum,m485,1933,2,3,mf
62094,c66014,mystery of the wax museum,m485,1933,5,9,mf
62095,c66015,mystery of the wax museum,m485,1933,1,2,mf
62096,c66016,mystery of the wax museum,m485,1933,0,9,mm
62097,c66017,mystery of the wax museum,m485,1933,0,2,mm
62098,c66018,mystery of the wax museum,m485,1933,0,6,mm
62099,c66019,mystery of the wax museum,m485,1933,0,3,mm
62100,c6602,dark star,m47,1974,0,2,mm
62101,c66020,mystery of the wax museum,m485,1933,0,7,mm
62102,c66021,mystery of the wax museum,m485,1933,0,7,mm
62103,c66022,mystery of the wax museum,m485,1933,0,7,mm
62104,c66023,mystery of the wax museum,m485,1933,0,2,mm
62105,c66024,mystery of the wax museum,m485,1933,0,3,mm
62106,c66025,mystery of the wax museum,m485,1933,0,2,mm
62107,c66026,mystery of the wax museum,m485,1933,0,2,mm
62108,c66027,mystery of the wax museum,m485,1933,0,2,mm
62109,c66028,mystery of the wax museum,m485,1933,0,2,mm
62110,c66029,mystery of the wax museum,m485,1933,0,2,mm
62111,c6603,dark star,m47,1974,0,2,mm
62112,c66030,mystery of the wax museum,m485,1933,0,6,mm
62113,c66031,quantum project,m486,2000,0,2,mm
62114,c66032,quantum project,m486,2000,0,2,mm
62115,c66033,quantum project,m486,2000,0,5,mm
62116,c66034,quantum project,m486,2000,0,3,mm
62117,c66035,quantum project,m486,2000,0,2,mm
62118,c66036,quantum project,m486,2000,1,2,mf
62119,c66037,quantum project,m486,2000,1,3,mf
62120,c66038,quantum project,m486,2000,1,2,mf
62121,c66039,quantum project,m486,2000,2,4,mf
62122,c6604,dark star,m47,1974,0,11,mm
62123,c66040,quantum project,m486,2000,1,2,mf
62124,c66041,quantum project,m486,2000,1,2,mf
62125,c66042,quantum project,m486,2000,1,3,mf
62126,c66043,quantum project,m486,2000,1,3,mf
62127,c66044,quantum project,m486,2000,1,2,mf
62128,c66045,quantum project,m486,2000,2,3,mf
62129,c66046,quantum project,m486,2000,1,2,mf
62130,c66047,quantum project,m486,2000,3,5,mf
62131,c66048,quantum project,m486,2000,1,2,mf
62132,c66049,quantum project,m486,2000,2,3,mf
62133,c6605,dark star,m47,1974,0,3,mm
62134,c66050,quantum project,m486,2000,1,2,mf
62135,c66051,rambling rose,m487,1991,4,7,mf
62136,c66052,rambling rose,m487,1991,4,8,mf
62137,c66053,rambling rose,m487,1991,1,3,mf
62138,c66054,rambling rose,m487,1991,3,7,mf
62139,c66055,rambling rose,m487,1991,2,5,mf
62140,c66056,rambling rose,m487,1991,3,5,mf
62141,c66057,rambling rose,m487,1991,1,3,mf
62142,c66058,rambling rose,m487,1991,6,11,mf
62143,c66059,rambling rose,m487,1991,6,13,mf
62144,c6606,dark star,m47,1974,0,2,mm
62145,c66060,rambling rose,m487,1991,2,5,mf
62146,c66061,rambling rose,m487,1991,8,16,mf
62147,c66062,rambling rose,m487,1991,7,13,mf
62148,c66063,rambling rose,m487,1991,4,7,mf
62149,c66064,rambling rose,m487,1991,1,2,mf
62150,c66065,rambling rose,m487,1991,2,4,mf
62151,c66066,rambling rose,m487,1991,2,3,mf
62152,c66067,rambling rose,m487,1991,1,2,mf
62153,c66068,rambling rose,m487,1991,2,3,mf
62154,c66069,rambling rose,m487,1991,1,2,mf
62155,c6607,dark star,m47,1974,0,2,mm
62156,c66070,rambling rose,m487,1991,2,3,mf
62157,c66071,rambling rose,m487,1991,1,2,mf
62158,c66072,rambling rose,m487,1991,2,3,mf
62159,c66073,rambling rose,m487,1991,6,11,mf
62160,c66074,rambling rose,m487,1991,2,3,mf
62161,c66075,rambling rose,m487,1991,1,2,mf
62162,c66076,rambling rose,m487,1991,3,5,mf
62163,c66077,rambling rose,m487,1991,6,11,mf
62164,c66078,rambling rose,m487,1991,1,2,mf
62165,c66079,rambling rose,m487,1991,0,3,mm
62166,c6608,dark star,m47,1974,0,2,mm
62167,c66080,rambling rose,m487,1991,0,5,mm
62168,c66081,rambling rose,m487,1991,0,2,mm
62169,c66082,rambling rose,m487,1991,0,2,mm
62170,c66083,rambling rose,m487,1991,0,4,mm
62171,c66084,rambling rose,m487,1991,0,2,mm
62172,c66085,rambling rose,m487,1991,0,3,mm
62173,c66086,rambling rose,m487,1991,0,3,mm
62174,c66087,rambling rose,m487,1991,0,3,mm
62175,c66088,rambling rose,m487,1991,0,7,mm
62176,c66089,rambling rose,m487,1991,0,3,mm
62177,c6609,dark star,m47,1974,0,3,mm
62178,c66090,rambling rose,m487,1991,0,3,mm
62179,c66091,rambling rose,m487,1991,0,2,mm
62180,c66092,rambling rose,m487,1991,1,3,mf
62181,c66093,rambling rose,m487,1991,3,5,mf
62182,c66094,rambling rose,m487,1991,2,3,mf
62183,c66095,rambling rose,m487,1991,4,9,mf
62184,c66096,rambling rose,m487,1991,3,5,mf
62185,c66097,rambling rose,m487,1991,1,2,mf
62186,c66098,rambling rose,m487,1991,1,3,mf
62187,c66099,rambling rose,m487,1991,1,2,mf
62188,c661,48 hrs.,m4,1982,0,3,mm
62189,c6610,dark star,m47,1974,0,7,mm
62190,c66100,rambling rose,m487,1991,1,2,mf
62191,c66101,rambling rose,m487,1991,1,3,mf
62192,c66102,rambling rose,m487,1991,2,4,mf
62193,c66103,rambling rose,m487,1991,2,4,mf
62194,c66104,rambling rose,m487,1991,1,2,mf
62195,c66105,rambling rose,m487,1991,2,3,mf
62196,c66106,rambling rose,m487,1991,2,4,mf
62197,c66107,rambling rose,m487,1991,1,2,mf
62198,c66108,rambling rose,m487,1991,4,8,mf
62199,c66109,rambling rose,m487,1991,1,2,mf
62200,c6611,dark star,m47,1974,0,4,mm
62201,c66110,rambling rose,m487,1991,1,2,mf
62202,c66111,rambling rose,m487,1991,2,3,mf
62203,c66112,rambling rose,m487,1991,1,2,mf
62204,c66113,rambling rose,m487,1991,3,7,mf
62205,c66114,rambling rose,m487,1991,2,3,mf
62206,c66115,rambling rose,m487,1991,2,4,mf
62207,c66116,rambling rose,m487,1991,1,2,mf
62208,c66117,rambling rose,m487,1991,3,5,mf
62209,c66118,rambling rose,m487,1991,1,2,mf
62210,c66119,rambling rose,m487,1991,0,5,mm
62211,c6612,dark star,m47,1974,0,2,mm
62212,c66120,rambling rose,m487,1991,0,3,mm
62213,c66121,rambling rose,m487,1991,0,6,mm
62214,c66122,rambling rose,m487,1991,0,6,mm
62215,c66123,rambling rose,m487,1991,0,21,mm
62216,c66124,rambling rose,m487,1991,0,4,mm
62217,c66125,rambling rose,m487,1991,0,5,mm
62218,c66126,rambling rose,m487,1991,0,2,mm
62219,c66127,rambling rose,m487,1991,0,4,mm
62220,c66128,rambling rose,m487,1991,0,3,mm
62221,c66129,rambling rose,m487,1991,0,7,mm
62222,c6613,dark star,m47,1974,0,6,mm
62223,c66130,rambling rose,m487,1991,1,2,mf
62224,c66131,rambling rose,m487,1991,2,5,mf
62225,c66132,rambling rose,m487,1991,5,11,mf
62226,c66133,rambling rose,m487,1991,4,9,mf
62227,c66134,rambling rose,m487,1991,1,3,mf
62228,c66135,rambling rose,m487,1991,1,2,mf
62229,c66136,rambling rose,m487,1991,1,2,mf
62230,c66137,rambling rose,m487,1991,1,3,mf
62231,c66138,rambling rose,m487,1991,3,6,mf
62232,c66139,rambling rose,m487,1991,6,12,mf
62233,c6614,dark star,m47,1974,0,2,mm
62234,c66140,rambling rose,m487,1991,2,5,mf
62235,c66141,rambling rose,m487,1991,3,6,mf
62236,c66142,rambling rose,m487,1991,1,2,mf
62237,c66143,rambling rose,m487,1991,1,2,mf
62238,c66144,rambling rose,m487,1991,2,5,mf
62239,c66145,rambling rose,m487,1991,3,7,mf
62240,c66146,rambling rose,m487,1991,3,6,mf
62241,c66147,rambling rose,m487,1991,4,8,mf
62242,c66148,rambling rose,m487,1991,4,7,mf
62243,c66149,rambling rose,m487,1991,1,2,mf
62244,c6615,dark star,m47,1974,0,4,mm
62245,c66150,rambling rose,m487,1991,1,3,mf
62246,c66151,rambling rose,m487,1991,1,2,mf
62247,c66152,rambling rose,m487,1991,2,3,mf
62248,c66153,rambling rose,m487,1991,1,2,mf
62249,c66154,rambling rose,m487,1991,1,2,mf
62250,c66155,rambling rose,m487,1991,1,3,mf
62251,c66156,rambling rose,m487,1991,1,2,mf
62252,c66157,rambling rose,m487,1991,1,3,mf
62253,c66158,rambling rose,m487,1991,3,6,mf
62254,c66159,rambling rose,m487,1991,1,2,mf
62255,c6616,dark star,m47,1974,0,8,mm
62256,c66160,rambling rose,m487,1991,2,4,mf
62257,c66161,rambling rose,m487,1991,1,3,mf
62258,c66162,rambling rose,m487,1991,1,2,mf
62259,c66163,rambling rose,m487,1991,1,2,mf
62260,c66164,rambling rose,m487,1991,1,2,mf
62261,c66165,rambling rose,m487,1991,1,2,mf
62262,c66166,rambling rose,m487,1991,4,7,mf
62263,c66167,rambling rose,m487,1991,1,2,mf
62264,c66168,rambling rose,m487,1991,1,3,mf
62265,c66169,rambling rose,m487,1991,1,3,mf
62266,c6617,dark star,m47,1974,0,2,mm
62267,c66170,rambling rose,m487,1991,2,4,mf
62268,c66171,rambling rose,m487,1991,2,3,mf
62269,c66172,rambling rose,m487,1991,2,4,mf
62270,c66173,rambling rose,m487,1991,2,4,mf
62271,c66174,rambling rose,m487,1991,1,3,mf
62272,c66175,rambling rose,m487,1991,1,2,mf
62273,c66176,rambling rose,m487,1991,1,3,mf
62274,c66177,rambling rose,m487,1991,2,5,mf
62275,c66178,rambling rose,m487,1991,2,3,mf
62276,c66179,rambling rose,m487,1991,2,4,mf
62277,c6618,dark star,m47,1974,0,2,mm
62278,c66180,rambling rose,m487,1991,1,2,mf
62279,c66181,rambling rose,m487,1991,1,2,mf
62280,c66182,rambling rose,m487,1991,1,2,mf
62281,c66183,rambling rose,m487,1991,1,2,mf
62282,c66184,rambling rose,m487,1991,2,4,mf
62283,c66185,rambling rose,m487,1991,1,2,mf
62284,c66186,rambling rose,m487,1991,2,5,mf
62285,c66187,rambling rose,m487,1991,2,3,mf
62286,c66188,rambling rose,m487,1991,2,4,mf
62287,c66189,rambling rose,m487,1991,3,6,mf
62288,c6619,dark star,m47,1974,0,4,mm
62289,c66190,rambling rose,m487,1991,2,3,mf
62290,c66191,rambling rose,m487,1991,3,5,mf
62291,c66192,rambling rose,m487,1991,1,2,mf
62292,c66193,rambling rose,m487,1991,1,2,mf
62293,c66194,rambling rose,m487,1991,4,8,mf
62294,c66195,rambling rose,m487,1991,1,2,mf
62295,c66196,rambling rose,m487,1991,1,3,mf
62296,c66197,rambling rose,m487,1991,1,2,mf
62297,c66198,rambling rose,m487,1991,3,7,mf
62298,c66199,rambling rose,m487,1991,1,2,mf
62299,c662,48 hrs.,m4,1982,0,3,mm
62300,c6620,dark star,m47,1974,0,5,mm
62301,c66200,rambling rose,m487,1991,2,5,mf
62302,c66201,rambling rose,m487,1991,4,8,mf
62303,c66202,rambling rose,m487,1991,2,4,mf
62304,c66203,rambling rose,m487,1991,1,3,mf
62305,c66204,rambling rose,m487,1991,0,5,mm
