,Unnamed: 0,Character_ID,Movie_ID,Title,Gender,Position_in_Credits,Character,Character_Line_Count,Movie_Line_Count,Character_Line_Percent
6624,6624,u6948,m464,Only You,?,?,PHONE,9,702,0.0128205128205128
6625,6625,u6949,m465,On The Waterfront,?,?,BARNEY,3,622,0.0048231511254019
6626,6626,u6950,m465,On The Waterfront,?,?,BIG MAC,6,622,0.0096463022508038
6627,6627,u6951,m465,On The Waterfront,m,4,CHARLEY,50,622,0.0803858520900321
6628,6628,u6952,m465,On The Waterfront,?,?,COUNSEL,4,622,0.0064308681672025
6629,6629,u6953,m465,On The Waterfront,f,16,EDIE,126,622,0.202572347266881
6630,6630,u6954,m465,On The Waterfront,m,2,FATHER BARRY,38,622,0.0610932475884244
6631,6631,u6955,m465,On The Waterfront,m,6,GLOVER,21,622,0.0337620578778135
6632,6632,u6956,m465,On The Waterfront,?,?,J.P.,4,622,0.0064308681672025
6633,6633,u6957,m465,On The Waterfront,?,?,JACKIE,5,622,0.0080385852090032
6634,6634,u6958,m465,On The Waterfront,?,?,JIMMY,10,622,0.0160771704180064
6635,6635,u6959,m465,On The Waterfront,?,?,JOCKO,6,622,0.0096463022508038
6636,6636,u6960,m465,On The Waterfront,?,?,JOEY,4,622,0.0064308681672025
6637,6637,u6961,m465,On The Waterfront,m,3,JOHNNY,45,622,0.0723472668810289
6638,6638,u6962,m465,On The Waterfront,?,?,MRS. COLLINS,4,622,0.0064308681672025
6639,6639,u6963,m465,On The Waterfront,?,?,MUTT,6,622,0.0096463022508038
6640,6640,u6964,m465,On The Waterfront,?,?,NOLAN,26,622,0.0418006430868167
6641,6641,u6965,m465,On The Waterfront,?,?,POP,14,622,0.022508038585209
6642,6642,u6966,m465,On The Waterfront,?,?,SKINS,3,622,0.0048231511254019
6643,6643,u6967,m465,On The Waterfront,m,1,TERRY,247,622,0.3971061093247588
6644,6644,u6968,m466,Orgy Of The Dead,m,4,BOB,44,183,0.2404371584699453
6645,6645,u6969,m466,Orgy Of The Dead,?,?,CRISWELL,43,183,0.2349726775956284
6646,6646,u6970,m466,Orgy Of The Dead,f,?,PRINCESS OF DARKNESS,27,183,0.1475409836065573
6647,6647,u6971,m466,Orgy Of The Dead,f,3,SHIRLEY,40,183,0.2185792349726776
6648,6648,u6972,m466,Orgy Of The Dead,?,?,THE MUMMY,20,183,0.1092896174863388
6649,6649,u6973,m466,Orgy Of The Dead,?,?,THE WOLF MAN,9,183,0.0491803278688524
6650,6650,u6974,m467,Out Of Sight,f,10,ADELE,40,992,0.0403225806451612
6651,6651,u6975,m467,Out Of Sight,m,11,BUDDY,82,992,0.0826612903225806
6652,6652,u6976,m467,Out Of Sight,m,20,BURDON,31,992,0.03125
6653,6653,u6977,m467,Out Of Sight,?,?,CHINO,16,992,0.0161290322580645
6654,6654,u6978,m467,Out Of Sight,?,?,CHINO'S VOICE,9,992,0.0090725806451612
6655,6655,u6979,m467,Out Of Sight,m,27,CRUZ,15,992,0.0151209677419354
6656,6656,u6980,m467,Out Of Sight,m,1,FOLEY,282,992,0.2842741935483871
6657,6657,u6981,m467,Out Of Sight,m,15,GLENN,58,992,0.0584677419354838
6658,6658,u6982,m467,Out Of Sight,m,1000,HEJIRA,13,992,0.0131048387096774
6659,6659,u6983,m467,Out Of Sight,f,13,KAREN,246,992,0.2479838709677419
6660,6660,u6984,m467,Out Of Sight,?,?,KENNETH,6,992,0.0060483870967741
6661,6661,u6985,m467,Out Of Sight,?,?,MAID,6,992,0.0060483870967741
6662,6662,u6986,m467,Out Of Sight,m,6,MARSHALL,42,992,0.0423387096774193
6663,6663,u6987,m467,Out Of Sight,m,16,MAURICE,70,992,0.0705645161290322
6664,6664,u6988,m467,Out Of Sight,?,?,MOSELLE,12,992,0.0120967741935483
6665,6665,u6989,m467,Out Of Sight,?,?,PUP,4,992,0.0040322580645161
6666,6666,u6990,m467,Out Of Sight,?,?,RAY,10,992,0.0100806451612903
6667,6667,u6991,m467,Out Of Sight,m,18,RIPLEY,45,992,0.0453629032258064
6668,6668,u6992,m467,Out Of Sight,?,?,WHITE BOY BOB,5,992,0.0050403225806451
6669,6669,u6993,m468,Pearl Harbor,?,?,ANTHONY,4,332,0.0120481927710843
6670,6670,u6994,m468,Pearl Harbor,?,?,BARBARA,5,332,0.0150602409638554
6671,6671,u6995,m468,Pearl Harbor,?,?,BETTY,9,332,0.0271084337349397
6672,6672,u6996,m468,Pearl Harbor,?,?,BILLY,4,332,0.0120481927710843
6673,6673,u6997,m468,Pearl Harbor,?,?,BRITISH AIR COMMANDER,3,332,0.0090361445783132
6674,6674,u6998,m468,Pearl Harbor,?,?,COLONEL,6,332,0.0180722891566265
6675,6675,u6999,m468,Pearl Harbor,?,?,COMA,9,332,0.0271084337349397
6676,6676,u7000,m468,Pearl Harbor,m,2,DANNY,77,332,0.2319277108433735
6677,6677,u7001,m468,Pearl Harbor,?,?,DOOLITTLE,19,332,0.0572289156626506
6678,6678,u7002,m468,Pearl Harbor,?,?,DORIE,10,332,0.0301204819277108
6679,6679,u7003,m468,Pearl Harbor,?,?,EARL,5,332,0.0150602409638554
6680,6680,u7004,m468,Pearl Harbor,f,3,EVELYN,42,332,0.1265060240963855
6681,6681,u7005,m468,Pearl Harbor,?,?,GENDA,6,332,0.0180722891566265
6682,6682,u7006,m468,Pearl Harbor,?,?,GENERAL MARSHALL,4,332,0.0120481927710843
6683,6683,u7007,m468,Pearl Harbor,?,?,IAN,6,332,0.0180722891566265
6684,6684,u7008,m468,Pearl Harbor,?,?,MECHANIC,3,332,0.0090361445783132
6685,6685,u7009,m468,Pearl Harbor,?,?,NISHIKURA,4,332,0.0120481927710843
6686,6686,u7010,m468,Pearl Harbor,m,1,RAFE,87,332,0.2620481927710843
6687,6687,u7011,m468,Pearl Harbor,?,?,RED,14,332,0.0421686746987951
6688,6688,u7012,m468,Pearl Harbor,?,?,ROOSEVELT,4,332,0.0120481927710843
6689,6689,u7013,m468,Pearl Harbor,?,?,YAMAMOTO,11,332,0.0331325301204819
6690,6690,u7014,m469,Peggy Sue Got Married,?,?,BARNEY,14,718,0.0194986072423398
6691,6691,u7015,m469,Peggy Sue Got Married,?,?,BETH,7,718,0.0097493036211699
6692,6692,u7016,m469,Peggy Sue Got Married,f,4,CAROL,33,718,0.0459610027855153
6693,6693,u7017,m469,Peggy Sue Got Married,m,2,CHARLIE,106,718,0.1476323119777158
6694,6694,u7018,m469,Peggy Sue Got Married,?,?,DOLORES,11,718,0.0153203342618384
6695,6695,u7019,m469,Peggy Sue Got Married,?,?,ELIZABETH,10,718,0.0139275766016713
6696,6696,u7020,m469,Peggy Sue Got Married,?,?,MADDY,12,718,0.0167130919220055
6697,6697,u7021,m469,Peggy Sue Got Married,m,6,MICHAEL,27,718,0.0376044568245125
6698,6698,u7022,m469,Peggy Sue Got Married,m,?,MR. KELCHER,42,718,0.0584958217270195
6699,6699,u7023,m469,Peggy Sue Got Married,f,?,MRS. KELCHER,37,718,0.0515320334261838
6700,6700,u7024,m469,Peggy Sue Got Married,?,?,NANCY,9,718,0.0125348189415041
6701,6701,u7025,m469,Peggy Sue Got Married,f,1,PEGGY,326,718,0.4540389972144846
6702,6702,u7026,m469,Peggy Sue Got Married,m,3,RICHARD,73,718,0.1016713091922005
6703,6703,u7027,m469,Peggy Sue Got Married,?,?,ROSALIE,7,718,0.0097493036211699
6704,6704,u7028,m469,Peggy Sue Got Married,?,?,TERRY,4,718,0.0055710306406685
6705,6705,u7029,m470,Pet Sematary Ii,?,?,CHASE,37,141,0.2624113475177305
6706,6706,u7030,m470,Pet Sematary Ii,m,6,DREW,29,141,0.2056737588652482
6707,6707,u7031,m470,Pet Sematary Ii,m,?,GEOFF,42,141,0.2978723404255319
6708,6708,u7032,m470,Pet Sematary Ii,?,?,GUS,12,141,0.0851063829787234
6709,6709,u7033,m470,Pet Sematary Ii,?,?,MARJORIE,7,141,0.0496453900709219
6710,6710,u7034,m470,Pet Sematary Ii,?,?,RENEE,6,141,0.0425531914893617
6711,6711,u7035,m470,Pet Sematary Ii,?,?,RUDMAN,4,141,0.0283687943262411
6712,6712,u7036,m470,Pet Sematary Ii,?,?,YOLANDER,4,141,0.0283687943262411
6713,6713,u7037,m471,Philadelphia,m,1,ANDREW,169,546,0.3095238095238095
6714,6714,u7038,m471,Philadelphia,?,?,ANTHEA,8,546,0.0146520146520146
6715,6715,u7039,m471,Philadelphia,f,62,BELINDA,33,546,0.0604395604395604
6716,6716,u7040,m471,Philadelphia,?,?,DR. ARMBRUSTER,10,546,0.0183150183150183
6717,6717,u7041,m471,Philadelphia,?,?,INTERN,5,546,0.0091575091575091
6718,6718,u7042,m471,Philadelphia,m,2,JOE,156,546,0.2857142857142857
6719,6719,u7043,m471,Philadelphia,?,?,JUDGE GARNETT,11,546,0.0201465201465201
6720,6720,u7044,m471,Philadelphia,?,?,KENTON,23,546,0.0421245421245421
6721,6721,u7045,m471,Philadelphia,?,?,LAIRD,9,546,0.0164835164835164
6722,6722,u7046,m471,Philadelphia,m,20,LISA,17,546,0.0311355311355311
6723,6723,u7047,m471,Philadelphia,m,21,MIGUEL,28,546,0.0512820512820512
6724,6724,u7048,m471,Philadelphia,?,?,MRS. FINLEY,4,546,0.0073260073260073
6725,6725,u7049,m471,Philadelphia,?,?,RACHEL,3,546,0.0054945054945054
6726,6726,u7050,m471,Philadelphia,?,?,SARAH,7,546,0.0128205128205128
6727,6727,u7051,m471,Philadelphia,?,?,SEIDMAN,22,546,0.0402930402930402
6728,6728,u7052,m471,Philadelphia,?,?,WHEELER,34,546,0.0622710622710622
6729,6729,u7053,m471,Philadelphia,?,?,YOUNG MAN,7,546,0.0128205128205128
6730,6730,u7054,m472,Pitch Black,?,?,AUDREY,14,442,0.0316742081447963
6731,6731,u7055,m472,Pitch Black,f,2,FRY,150,442,0.3393665158371041
6732,6732,u7056,m472,Pitch Black,?,?,IMAM,31,442,0.0701357466063348
6733,6733,u7057,m472,Pitch Black,m,3,JOHNS,110,442,0.248868778280543
6734,6734,u7058,m472,Pitch Black,?,?,OWENS,9,442,0.0203619909502262
6735,6735,u7059,m472,Pitch Black,?,?,PARIS,28,442,0.0633484162895927
6736,6736,u7060,m472,Pitch Black,m,1,RIDDICK,88,442,0.1990950226244343
6737,6737,u7061,m472,Pitch Black,?,?,SHAZZA,5,442,0.0113122171945701
6738,6738,u7062,m472,Pitch Black,?,?,ZEKE,7,442,0.0158371040723981
6739,6739,u7063,m473,Planet Of The Apes,m,1000,CORNELIUS,49,416,0.1177884615384615
6740,6740,u7064,m473,Planet Of The Apes,?,?,DODGE,10,416,0.0240384615384615
6741,6741,u7065,m473,Planet Of The Apes,?,?,GALEN,7,416,0.016826923076923
6742,6742,u7066,m473,Planet Of The Apes,?,?,HONORIUS,12,416,0.0288461538461538
6743,6743,u7067,m473,Planet Of The Apes,?,?,JULIUS,9,416,0.0216346153846153
6744,6744,u7068,m473,Planet Of The Apes,?,?,LANDON,21,416,0.0504807692307692
6745,6745,u7069,m473,Planet Of The Apes,?,?,LUCIUS,16,416,0.0384615384615384
6746,6746,u7070,m473,Planet Of The Apes,?,?,MAXIMUS,5,416,0.0120192307692307
6747,6747,u7071,m473,Planet Of The Apes,?,?,PRESIDENT,21,416,0.0504807692307692
6748,6748,u7072,m473,Planet Of The Apes,m,?,TAYLOR,125,416,0.3004807692307692
6749,6749,u7073,m473,Planet Of The Apes,m,1000,ZAIUS,53,416,0.1274038461538461
6750,6750,u7074,m473,Planet Of The Apes,?,?,ZIRA,88,416,0.2115384615384615
6751,6751,u7075,m474,Platoon,?,?,BARNES,19,228,0.0833333333333333
6752,6752,u7076,m474,Platoon,?,?,BIG HAROLD,6,228,0.0263157894736842
6753,6753,u7077,m474,Platoon,?,?,BUNNY,8,228,0.0350877192982456
6754,6754,u7078,m474,Platoon,m,16,CHRIS,49,228,0.2149122807017544
6755,6755,u7079,m474,Platoon,?,?,CRAWFORD,4,228,0.0175438596491228
6756,6756,u7080,m474,Platoon,?,?,ELIAS,29,228,0.1271929824561403
6757,6757,u7081,m474,Platoon,?,?,FRANCIS,5,228,0.0219298245614035
6758,6758,u7082,m474,Platoon,?,?,JUNIOR,15,228,0.0657894736842105
6759,6759,u7083,m474,Platoon,m,1,KING,32,228,0.1403508771929824
6760,6760,u7084,m474,Platoon,?,?,LERNER,5,228,0.0219298245614035
6761,6761,u7085,m474,Platoon,?,?,O'NEILL,11,228,0.0482456140350877
6762,6762,u7086,m474,Platoon,?,?,RHAH,34,228,0.1491228070175438
6763,6763,u7087,m474,Platoon,?,?,WOLFE,11,228,0.0482456140350877
6764,6764,u708,m45,Confidence,m,19,ASHBY,26,615,0.0422764227642276
6765,6765,u709,m45,Confidence,?,?,BIG AL,4,615,0.0065040650406504
6766,6766,u710,m45,Confidence,m,?,BUTCH,33,615,0.0536585365853658
6767,6767,u711,m45,Confidence,?,?,GILLETTE,4,615,0.0065040650406504
6768,6768,u712,m45,Confidence,m,6,GORDO,42,615,0.0682926829268292
6769,6769,u713,m45,Confidence,m,1,JAKE,249,615,0.4048780487804878
6770,6770,u714,m45,Confidence,m,?,KING PIN,30,615,0.048780487804878
6771,6771,u715,m45,Confidence,f,2,LILY,73,615,0.1186991869918699
6772,6772,u716,m45,Confidence,?,?,LIONEL,5,615,0.008130081300813
6773,6773,u717,m45,Confidence,m,13,LUPUS,22,615,0.0357723577235772
6774,6774,u718,m45,Confidence,m,7,MILES,40,615,0.065040650406504
6775,6775,u719,m45,Confidence,?,?,MOONAN,16,615,0.0260162601626016
6776,6776,u720,m45,Confidence,?,?,MR. LEWIS,7,615,0.0113821138211382
6777,6777,u721,m45,Confidence,?,?,ROTTOVICH,25,615,0.040650406504065
6778,6778,u722,m45,Confidence,?,?,SALESGIRL,7,615,0.0113821138211382
6779,6779,u723,m45,Confidence,?,?,SOBOZINSKI,19,615,0.0308943089430894
6780,6780,u724,m45,Confidence,?,?,SUITS,13,615,0.0211382113821138
6781,6781,u7088,m475,Playback,f,?,BETTY,184,848,0.2169811320754717
6782,6782,u7089,m475,Playback,m,?,BRANDON,189,848,0.222877358490566
6783,6783,u7090,m475,Playback,?,?,CAMPBELL,3,848,0.0035377358490566
6784,6784,u7091,m475,Playback,?,?,CLARENDON,17,848,0.0200471698113207
6785,6785,u7092,m475,Playback,?,?,DRISCOLL,15,848,0.017688679245283
6786,6786,u7093,m475,Playback,?,?,GOBLE,23,848,0.0271226415094339
6787,6787,u7094,m475,Playback,m,?,GORE,30,848,0.035377358490566
6788,6788,u7095,m475,Playback,?,?,KILLAINE,190,848,0.2240566037735849
6789,6789,u7096,m475,Playback,?,?,MAGRUDER,8,848,0.0094339622641509
6790,6790,u7097,m475,Playback,?,?,MAN,5,848,0.0058962264150943
6791,6791,u7098,m475,Playback,?,?,MANAGER,3,848,0.0035377358490566
6792,6792,u7099,m475,Playback,?,?,MARGO,67,848,0.0790094339622641
6793,6793,u7100,m475,Playback,?,?,MCKECHNIE,22,848,0.025943396226415
6794,6794,u7101,m475,Playback,m,?,MITCHELL,70,848,0.0825471698113207
6795,6795,u7102,m475,Playback,?,?,PORTER,5,848,0.0058962264150943
6796,6796,u7103,m475,Playback,?,?,SECRETARY,4,848,0.0047169811320754
6797,6797,u7104,m475,Playback,?,?,TECHNICIAN,9,848,0.0106132075471698
6798,6798,u7105,m475,Playback,?,?,WAITER,4,848,0.0047169811320754
6799,6799,u7106,m476,The Ploughman'S Lunch,f,3,ANN,27,339,0.079646017699115
6800,6800,u7107,m476,The Ploughman'S Lunch,?,?,CARMEN,6,339,0.0176991150442477
6801,6801,u7108,m476,The Ploughman'S Lunch,?,?,CHARLES,5,339,0.0147492625368731
6802,6802,u7109,m476,The Ploughman'S Lunch,?,?,EDWARD,5,339,0.0147492625368731
6803,6803,u7110,m476,The Ploughman'S Lunch,m,6,GOLD,13,339,0.0383480825958702
6804,6804,u7111,m476,The Ploughman'S Lunch,m,1,JAMES,143,339,0.4218289085545723
6805,6805,u7112,m476,The Ploughman'S Lunch,m,2,JEREMY,52,339,0.1533923303834808
6806,6806,u7113,m476,The Ploughman'S Lunch,?,?,MATTHEW,9,339,0.0265486725663716
6807,6807,u7114,m476,The Ploughman'S Lunch,?,?,MR. PENFIELD,9,339,0.0265486725663716
6808,6808,u7115,m476,The Ploughman'S Lunch,?,?,PHILIP,4,339,0.0117994100294985
6809,6809,u7116,m476,The Ploughman'S Lunch,f,5,SUSAN,53,339,0.1563421828908554
6810,6810,u7117,m476,The Ploughman'S Lunch,?,?,TOM,13,339,0.0383480825958702
6811,6811,u7118,m477,Point Break,m,1,BODHI,49,295,0.1661016949152542
6812,6812,u7119,m477,Point Break,?,?,FIBERGLASS,4,295,0.0135593220338983
6813,6813,u7120,m477,Point Break,?,?,HARP,18,295,0.0610169491525423
6814,6814,u7121,m477,Point Break,m,3,PAPPAS,54,295,0.1830508474576271
6815,6815,u7122,m477,Point Break,f,4,TYLER,29,295,0.0983050847457627
6816,6816,u7123,m477,Point Break,m,2,UTAH,137,295,0.4644067796610169
6817,6817,u7124,m477,Point Break,?,?,WOMAN,4,295,0.0135593220338983
6818,6818,u7125,m478,Predator,?,?,BILLY,5,105,0.0476190476190476
6819,6819,u7126,m478,Predator,m,2,DILLON,29,105,0.2761904761904762
6820,6820,u7127,m478,Predator,?,?,MAC,10,105,0.0952380952380952
6821,6821,u7128,m478,Predator,?,?,PHILIPS,5,105,0.0476190476190476
6822,6822,u7129,m478,Predator,?,?,RAMIREZ,9,105,0.0857142857142857
6823,6823,u7130,m478,Predator,?,?,SCHAEFER,47,105,0.4476190476190476
6824,6824,u7131,m479,Pretty Woman,?,?,BRIDGET,5,634,0.0078864353312302
6825,6825,u7132,m479,Pretty Woman,?,?,DAVID,12,634,0.0189274447949526
6826,6826,u7133,m479,Pretty Woman,m,1,EDWARD,224,634,0.3533123028391167
6827,6827,u7134,m479,Pretty Woman,?,?,JAKE,6,634,0.0094637223974763
6828,6828,u7135,m479,Pretty Woman,f,5,KIT,36,634,0.056782334384858
6829,6829,u7136,m479,Pretty Woman,?,?,KROSS,13,634,0.0205047318611987
6830,6830,u7137,m479,Pretty Woman,?,?,LANDLORD,3,634,0.0047318611987381
6831,6831,u7138,m479,Pretty Woman,?,?,MAID,4,634,0.0063091482649842
6832,6832,u7139,m479,Pretty Woman,m,?,MR. THOMAS,30,634,0.0473186119873817
6833,6833,u7140,m479,Pretty Woman,?,?,SALESWOMAN,10,634,0.0157728706624605
6834,6834,u7141,m479,Pretty Woman,m,4,STUCKEY,47,634,0.0741324921135646
6835,6835,u7142,m479,Pretty Woman,f,2,VIVIAN,244,634,0.3848580441640378
6836,6836,u7143,m480,The Princess Bride,?,?,ALBINO,4,500,0.008
6837,6837,u7144,m480,The Princess Bride,f,8,BUTTERCUP,50,500,0.1
6838,6838,u7145,m480,The Princess Bride,m,6,FEZZIK,47,500,0.094
6839,6839,u7146,m480,The Princess Bride,m,9,GRANDFATHER,28,500,0.056
6840,6840,u7147,m480,The Princess Bride,?,?,HUMPERDINCK,36,500,0.072
6841,6841,u7148,m480,The Princess Bride,m,2,INIGO,89,500,0.178
6842,6842,u7149,m480,The Princess Bride,m,?,MAN IN BLACK,65,500,0.13
6843,6843,u7150,m480,The Princess Bride,?,?,MIRACLE MAX,24,500,0.048
6844,6844,u7151,m480,The Princess Bride,?,?,MOTHER,5,500,0.01
6845,6845,u7152,m480,The Princess Bride,?,?,RUGEN,13,500,0.026
6846,6846,u7153,m480,The Princess Bride,?,?,THE KID,33,500,0.066
6847,6847,u7154,m480,The Princess Bride,?,?,VALERIE,11,500,0.022
6848,6848,u7155,m480,The Princess Bride,m,5,VIZZINI,41,500,0.082
6849,6849,u7156,m480,The Princess Bride,m,1,WESTLEY,48,500,0.096
6850,6850,u7157,m480,The Princess Bride,?,?,YELLIN,6,500,0.012
6851,6851,u7158,m481,The Producers,m,1,BIALYSTOCK,163,383,0.4255874673629243
6852,6852,u7159,m481,The Producers,?,?,BIALYSTOCK AND BLOOM,11,383,0.0287206266318537
6853,6853,u7160,m481,The Producers,m,2,BLOOM,98,383,0.2558746736292428
6854,6854,u7161,m481,The Producers,?,?,BLOOM AND DRUNK,5,383,0.0130548302872062
6855,6855,u7162,m481,The Producers,?,?,DE BRIS,11,383,0.0287206266318537
6856,6856,u7163,m481,The Producers,?,?,GENERAL,4,383,0.010443864229765
6857,6857,u7164,m481,The Producers,?,?,GOEBBELS,3,383,0.0078328981723237
6858,6858,u7165,m481,The Producers,m,4,LIEBKIND,50,383,0.1305483028720626
6859,6859,u7166,m481,The Producers,?,?,LITTLE OLD LADY,19,383,0.0496083550913838
6860,6860,u7167,m481,The Producers,?,?,LSD,12,383,0.031331592689295
6861,6861,u7168,m481,The Producers,?,?,ULLA,7,383,0.0182767624020887
6862,6862,u7169,m482,Psycho,m,5,ARBOGAST,49,578,0.0847750865051903
6863,6863,u7170,m482,Psycho,?,?,CAR DEALER,15,578,0.0259515570934256
6864,6864,u7171,m482,Psycho,?,?,CAROLINE,4,578,0.0069204152249134
6865,6865,u7172,m482,Psycho,?,?,CAROLINE'S VOICE,4,578,0.0069204152249134
6866,6866,u7173,m482,Psycho,f,2,LILA,96,578,0.1660899653979238
6867,6867,u7174,m482,Psycho,?,?,LOWERY'S VOICE,4,578,0.0069204152249134
6868,6868,u7175,m482,Psycho,f,?,MARY,92,578,0.1591695501730103
6869,6869,u7176,m482,Psycho,?,?,MRS. CHAMBERS,15,578,0.0259515570934256
6870,6870,u7177,m482,Psycho,m,1,NORMAN,101,578,0.1747404844290657
6871,6871,u7178,m482,Psycho,?,?,NORMAN'S VOICE,3,578,0.0051903114186851
6872,6872,u7179,m482,Psycho,?,?,PATROLMAN,13,578,0.0224913494809688
6873,6873,u7180,m482,Psycho,m,3,SAM,148,578,0.2560553633217993
6874,6874,u7181,m482,Psycho,?,?,SHERIFF,30,578,0.0519031141868512
6875,6875,u7182,m482,Psycho,?,?,WOMAN'S VOICE,4,578,0.0069204152249134
6876,6876,u7183,m483,Maniac,?,?,1ST EMBALMER,3,116,0.0258620689655172
6877,6877,u7184,m483,Maniac,?,?,2ND EMBALMER,3,116,0.0258620689655172
6878,6878,u7185,m483,Maniac,?,?,2ND OFFICER,3,116,0.0258620689655172
6879,6879,u7186,m483,Maniac,?,?,ALICE,15,116,0.1293103448275862
6880,6880,u7187,m483,Maniac,?,?,BUCKLEY,9,116,0.0775862068965517
6881,6881,u7188,m483,Maniac,?,?,COLLINS,3,116,0.0258620689655172
6882,6882,u7189,m483,Maniac,?,?,GOOF,7,116,0.0603448275862069
6883,6883,u7190,m483,Maniac,?,?,JONES,34,116,0.293103448275862
6884,6884,u7191,m483,Maniac,?,?,MAXWELL,31,116,0.2672413793103448
6885,6885,u7192,m483,Maniac,?,?,MRS. BUCKLEY,5,116,0.043103448275862
6886,6886,u7193,m483,Maniac,?,?,WOMAN,3,116,0.0258620689655172
6887,6887,u7194,m484,Vampyr,?,?,DOCTOR,5,32,0.15625
6888,6888,u7195,m484,Vampyr,?,?,LÉONE,3,32,0.09375
6889,6889,u7196,m484,Vampyr,?,?,MARC,5,32,0.15625
6890,6890,u7197,m484,Vampyr,?,?,NIKOLAS,7,32,0.21875
6891,6891,u7198,m484,Vampyr,?,?,NURSE,5,32,0.15625
6892,6892,u7199,m484,Vampyr,?,?,THE DRAWING-ROOM,3,32,0.09375
6893,6893,u7200,m484,Vampyr,?,?,THE SICK-ROOM,4,32,0.125
6894,6894,u7201,m485,Mystery Of The Wax Museum,?,?,CAPTAIN,3,353,0.0084985835694051
6895,6895,u7202,m485,Mystery Of The Wax Museum,f,2,CHARLOTTE,38,353,0.1076487252124645
6896,6896,u7203,m485,Mystery Of The Wax Museum,?,?,DETECTIVE,7,353,0.0198300283286118
6897,6897,u7204,m485,Mystery Of The Wax Museum,m,1000,EDITOR,43,353,0.121813031161473
6898,6898,u7205,m485,Mystery Of The Wax Museum,?,?,FIRST DETECTIVE,4,353,0.0113314447592068
6899,6899,u7206,m485,Mystery Of The Wax Museum,f,3,FLORENCE,121,353,0.3427762039660056
6900,6900,u7207,m485,Mystery Of The Wax Museum,?,?,GOLATILY,4,353,0.0113314447592068
6901,6901,u7208,m485,Mystery Of The Wax Museum,?,?,IGOR,39,353,0.1104815864022662
6902,6902,u7209,m485,Mystery Of The Wax Museum,?,?,MAN,5,353,0.0141643059490084
6903,6903,u7210,m485,Mystery Of The Wax Museum,?,?,RALPH,25,353,0.0708215297450425
6904,6904,u7211,m485,Mystery Of The Wax Museum,m,1000,SERGEANT,12,353,0.0339943342776204
6905,6905,u7212,m485,Mystery Of The Wax Museum,?,?,SPARROW,14,353,0.0396600566572237
6906,6906,u7213,m485,Mystery Of The Wax Museum,m,6,WINTON,26,353,0.0736543909348441
6907,6907,u7214,m485,Mystery Of The Wax Museum,?,?,WORTH,12,353,0.0339943342776204
6908,6908,u7215,m486,Quantum Project,?,?,ALEXANDER,8,54,0.1481481481481481
6909,6909,u7216,m486,Quantum Project,f,2,MIA,20,54,0.3703703703703703
6910,6910,u7217,m486,Quantum Project,m,1,PENTCHO,26,54,0.4814814814814814
6911,6911,u7218,m487,Rambling Rose,?,?,BILLY,3,817,0.003671970624235
6912,6912,u7219,m487,Rambling Rose,?,?,BROTHER,4,817,0.0048959608323133
6913,6913,u7220,m487,Rambling Rose,m,4,BUDDY,134,817,0.1640146878824969
6914,6914,u7221,m487,Rambling Rose,m,2,DADDY,201,817,0.2460220318237454
6915,6915,u7222,m487,Rambling Rose,m,7,DAVE WILKIE,23,817,0.0281517747858017
6916,6916,u7223,m487,Rambling Rose,f,8,DOLL,39,817,0.047735618115055
6917,6917,u7224,m487,Rambling Rose,m,6,DR. MARTINSON,25,817,0.0305997552019583
6918,6918,u7225,m487,Rambling Rose,?,?,DR. WINTON,4,817,0.0048959608323133
6919,6919,u7226,m487,Rambling Rose,f,3,MOTHER,162,817,0.1982864137086903
6920,6920,u7227,m487,Rambling Rose,f,1,ROSE,165,817,0.2019583843329253
6921,6921,u7228,m487,Rambling Rose,?,?,WASKI,10,817,0.0122399020807833
6922,6922,u7229,m487,Rambling Rose,m,5,WILLCOX HILLYER,47,817,0.0575275397796817
6923,6923,u7231,m488,Red White Black & Blue,?,?,ADAM,14,388,0.0360824742268041
6924,6924,u7232,m488,Red White Black & Blue,?,?,ARCHIE,6,388,0.0154639175257731
6925,6925,u7233,m488,Red White Black & Blue,?,?,BENNY,8,388,0.0206185567010309
6926,6926,u7234,m488,Red White Black & Blue,m,?,BILLY-BOY,79,388,0.2036082474226804
6927,6927,u7235,m488,Red White Black & Blue,?,?,CAPTAIN ALBERT,8,388,0.0206185567010309
6928,6928,u7236,m488,Red White Black & Blue,?,?,D.A. RAVICH,5,388,0.0128865979381443
6929,6929,u7237,m488,Red White Black & Blue,?,?,KITTLE,164,388,0.422680412371134
6930,6930,u7238,m488,Red White Black & Blue,?,?,NENA,91,388,0.2345360824742268
6931,6931,u7239,m488,Red White Black & Blue,?,?,POP-SWEET,5,388,0.0128865979381443
6932,6932,u7240,m488,Red White Black & Blue,?,?,ZIMMERMANN,8,388,0.0206185567010309
6933,6933,u7241,m489,Star Wars: Episode Vi - Return Of The Jedi,?,?,ACKBAR,6,261,0.0229885057471264
6934,6934,u7242,m489,Star Wars: Episode Vi - Return Of The Jedi,?,?,BEN,11,261,0.0421455938697318
6935,6935,u7243,m489,Star Wars: Episode Vi - Return Of The Jedi,?,?,BOUSHH,3,261,0.0114942528735632
6936,6936,u7244,m489,Star Wars: Episode Vi - Return Of The Jedi,?,?,EMPEROR,9,261,0.0344827586206896
6937,6937,u7245,m489,Star Wars: Episode Vi - Return Of The Jedi,m,2,HAN,57,261,0.2183908045977011
