,Unnamed: 0,movie_id,title,year,rating,votes_x,genres,imdb_title_id,weighted_average_vote,total_votes,mean_vote,median_vote,votes_10,votes_9,votes_8,votes_7,votes_6,votes_5,votes_4,votes_3,votes_2,votes_1,allgenders_0age_avg_vote,allgenders_0age_votes,allgenders_18age_avg_vote,allgenders_18age_votes,allgenders_30age_avg_vote,allgenders_30age_votes,allgenders_45age_avg_vote,allgenders_45age_votes,males_allages_avg_vote,males_allages_votes,males_0age_avg_vote,males_0age_votes,males_18age_avg_vote,males_18age_votes,males_30age_avg_vote,males_30age_votes,males_45age_avg_vote,males_45age_votes,females_allages_avg_vote,females_allages_votes,females_0age_avg_vote,females_0age_votes,females_18age_avg_vote,females_18age_votes,females_30age_avg_vote,females_30age_votes,females_45age_avg_vote,females_45age_votes,top1000_voters_rating,top1000_voters_votes,us_voters_rating,us_voters_votes,non_us_voters_rating,non_us_voters_votes,title_spanish,date_published,genre,duration,country,language,director,writer,production_company,actors,description,avg_vote,votes_y,budget,usa_gross_income,worlwide_gross_income,metascore,reviews_from_users,reviews_from_critics
81,81,m81,Halloween The Curse Of Michael Myers,1995,4.5,8743.0,['horror' 'thriller'],tt0113253,4.9,30228.0,5.2,5.0,2205.0,607.0,1487.0,2823.0,4979.0,6582.0,4839.0,3015.0,1839.0,1852.0,3.4,27.0,4.7,4436.0,4.9,14093.0,4.9,3744.0,4.8,20224.0,3.5,25.0,4.6,3752.0,4.9,12377.0,4.8,3223.0,5.2,2809.0,5.0,1.0,5.1,616.0,5.2,1578.0,5.3,469.0,4.7,425.0,4.9,9821.0,4.7,10118.0,Halloween 6 - La maledizione di Michael Myers,1996-08-22,"Horror, Thriller",87.0,USA,English,Joe Chappelle,"Debra Hill, John Carpenter",Halloween VI Productions,"Donald Pleasence, Paul Rudd, Marianne Hagan, Mitchell Ryan, Kim Darby, Bradford English, Keith Bogart, Mariah O'Brien, Leo Geter, J.C. Brandy, Devin Gardner, Susan Swift, George P. Wilbur, Janice Knickrehm, Alan Echeverria","Six years after Michael Myers last terrorized Haddonfield, he returns there in pursuit of his niece, Jamie Lloyd, who has escaped with her newborn child, for which Michael and a mysterious cult have sinister plans.",4.9,30228.0,$ 5000000,$ 15116634,$ 15116634,10.0,386.0,143.0
82,82,m82,Happy Birthday Wanda June,1971,5.8,144.0,['comedy' 'drama'],tt0067180,6.0,275.0,6.3,6.0,26.0,19.0,32.0,50.0,52.0,48.0,23.0,8.0,7.0,10.0,6.0,2.0,8.0,2.0,5.6,55.0,6.0,151.0,5.9,189.0,6.0,1.0,6.0,1.0,5.5,46.0,6.0,136.0,6.1,25.0,6.0,1.0,10.0,1.0,6.2,9.0,6.0,14.0,5.7,48.0,6.1,95.0,5.8,108.0,Una vampata di vergogna,1971-12-09,"Comedy, Drama",105.0,USA,English,Mark Robson,"Kurt Vonnegut Jr., Kurt Vonnegut Jr.",Red Lion,"Rod Steiger, Susannah York, George Grizzard, Don Murray, William Hickey, Steven Paul, Pamelyn Ferdin, Pamela Saunders, Louis Turenne, C.C. Whitney, Lester Goldsmith",A family reacts to the return of the patriarch who abandoned them seven years prior.,6.0,275.0,,,,,21.0,11.0
83,83,m83,Hardcore,1979,6.7,2455.0,['drama'],tt0079271,7.0,8725.0,7.1,7.0,640.0,770.0,1802.0,2834.0,1552.0,628.0,246.0,108.0,59.0,86.0,7.5,4.0,7.5,769.0,7.0,3448.0,6.9,2662.0,7.0,6404.0,7.5,2.0,7.5,694.0,7.0,3161.0,6.9,2371.0,7.1,578.0,7.5,2.0,7.1,68.0,7.0,245.0,7.3,248.0,6.7,308.0,7.1,2633.0,7.0,3829.0,Hardcore,1979-05-04,"Crime, Drama",108.0,USA,"English, Spanish",Paul Schrader,Paul Schrader,A-Team,"George C. Scott, Peter Boyle, Season Hubley, Dick Sargent, Leonard Gaines, Dave Nichols, Gary Graham, Larry Block, Marc Alaimo, Leslie Ackerman, Charlotte McGinnis, Ilah Davis, Paul Marin, Will Walker, Hal Williams",A conservative Midwest businessman ventures into the underworld of pornography in California to look for his runaway teenage daughter who is making porno films in California's porno pits.,7.0,8725.0,,,,63.0,83.0,66.0
84,84,m84,Harold And Maude,1971,8.1,28689.0,['comedy' 'romance'],tt0067185,7.9,69468.0,8.0,8.0,17440.0,13179.0,17759.0,10976.0,4640.0,2094.0,1053.0,617.0,505.0,1205.0,8.3,21.0,8.0,9477.0,7.8,28781.0,8.0,15449.0,7.8,41096.0,8.2,18.0,7.9,6368.0,7.8,21620.0,7.9,11939.0,8.2,13504.0,9.0,3.0,8.2,2985.0,8.1,6790.0,8.3,3267.0,7.4,524.0,8.0,23262.0,7.8,26436.0,Harold e Maude,1974-04-23,"Comedy, Drama, Romance",91.0,USA,English,Hal Ashby,Colin Higgins,Mildred Lewis and Colin Higgins Productions,"Ruth Gordon, Bud Cort, Vivian Pickles, Cyril Cusack, Charles Tyner, Ellen Geer, Eric Christmas, G. Wood, Judy Engles, Shari Summers, Tom Skerritt, Susan Madigan, Ray K. Goman, Gordon De Vol, Harvey Brumfield","Young, rich, and obsessed with death, Harold finds himself changed forever when he meets lively septuagenarian Maude at a funeral.",7.9,69468.0,$ 1200000,,,62.0,342.0,94.0
85,85,m85,Hellbound Hellraiser Ii,1988,6.2,11273.0,['drama' 'horror' 'thriller'],tt0095294,6.5,40753.0,6.7,7.0,3882.0,2715.0,5947.0,9866.0,8990.0,4669.0,2186.0,1116.0,648.0,734.0,5.8,12.0,6.4,4281.0,6.5,19796.0,6.5,7217.0,6.5,28248.0,5.8,10.0,6.4,3550.0,6.5,17282.0,6.5,6376.0,6.6,3859.0,6.0,1.0,6.6,666.0,6.5,2294.0,6.6,737.0,5.8,439.0,6.6,10152.0,6.4,17760.0,Hellbound: Hellraiser II - Prigionieri dell'inferno,1989-05-05,"Horror, Thriller",97.0,UK,English,Tony Randel,"Clive Barker, Peter Atkins",Film Futures,"Clare Higgins, Ashley Laurence, Kenneth Cranham, Imogen Boorman, Sean Chapman, William Hope, Doug Bradley, Barbie Wilde, Simon Bamford, Nicholas Vince, Oliver Smith, Angus MacInnes, Deborah Joel, James Tillitt, Bradley Lavelle","Kirsty is brought to an institution after the death of her family, where the occult-obsessive head resurrects Julia and unleashes the Cenobites once again.",6.5,40753.0,$ 3000000,$ 12090735,$ 12090735,41.0,195.0,159.0
86,86,m86,Hellboy,2004,6.8,68619.0,['action' 'adventure' 'fantasy'],tt0167190,6.8,302680.0,6.9,7.0,16963.0,18691.0,59718.0,105412.0,60860.0,22920.0,8711.0,4130.0,2266.0,3009.0,7.0,140.0,6.8,56863.0,6.8,143386.0,7.0,33590.0,6.8,212575.0,7.0,116.0,6.8,48148.0,6.8,125098.0,7.0,29069.0,6.8,30100.0,7.4,12.0,6.8,7868.0,6.8,16696.0,7.1,3993.0,6.9,748.0,7.0,53869.0,6.8,143972.0,Hellboy,2004-10-08,"Action, Fantasy, Horror",122.0,USA,"English, Russian",Guillermo del Toro,"Guillermo del Toro, Guillermo del Toro",Revolution Studios,"Ron Perlman, John Hurt, Selma Blair, Rupert Evans, Karel Roden, Jeffrey Tambor, Doug Jones, Brian Steele, Ladislav Beran, Biddy Hodson, Corey Johnson, Kevin Trainor, Brian Caspe, James Babson, Stephen Fisher","A demon, raised from infancy after being conjured by and rescued from the Nazis, grows up to become a defender against the forces of darkness.",6.8,302680.0,$ 66000000,$ 59623958,$ 99378985,72.0,652.0,105.0
87,87,m87,Hellraiser,1987,7.0,22922.0,['horror'],tt0093177,7.0,100548.0,7.1,7.0,10721.0,9336.0,21146.0,28898.0,15575.0,7079.0,3437.0,1777.0,1156.0,1423.0,6.9,34.0,6.9,13887.0,7.0,47954.0,7.1,15618.0,7.0,68578.0,7.0,29.0,6.9,11082.0,7.0,41065.0,7.1,13601.0,7.0,11245.0,9.0,1.0,6.9,2580.0,7.0,6361.0,7.2,1773.0,6.6,595.0,7.1,23678.0,6.9,43942.0,Hellraiser,1988-01-29,"Horror, Thriller",94.0,UK,English,Clive Barker,Clive Barker,Cinemarque Entertainment BV,"Andrew Robinson, Clare Higgins, Ashley Laurence, Sean Chapman, Oliver Smith, Robert Hines, Anthony Allen, Leon Davis, Michael Cassidy, Frank Baker, Kenneth Nelson, Gay Baynes, Niall Buggy, Dave Atkins, Oliver Parker",An unfaithful wife encounters the zombie of her dead lover; the demonic cenobites are pursuing him after he escaped their sadomasochistic underworld.,7.0,100548.0,$ 1000000,$ 14564027,$ 14575193,57.0,409.0,267.0
88,88,m88,High Fidelity,2000,7.6,70464.0,['comedy' 'drama' 'music' 'romance'],tt0146882,7.5,165533.0,7.6,8.0,18539.0,25847.0,50472.0,41319.0,16806.0,6409.0,2674.0,1366.0,830.0,1271.0,7.5,12.0,7.4,18155.0,7.5,82876.0,7.4,27243.0,7.5,104409.0,7.9,9.0,7.5,12945.0,7.5,65989.0,7.4,22372.0,7.3,26230.0,7.0,2.0,7.2,5012.0,7.4,15924.0,7.4,4434.0,6.8,603.0,7.6,38810.0,7.4,78030.0,Alta fedeltà,2000-07-07,"Comedy, Drama, Music",113.0,"UK, USA","English, Danish",Stephen Frears,"Nick Hornby, D.V. DeVincentis",Touchstone Pictures,"John Cusack, Iben Hjejle, Todd Louiso, Jack Black, Lisa Bonet, Catherine Zeta-Jones, Joan Cusack, Tim Robbins, Chris Rehmann, Ben Carr, Lili Taylor, Joelle Carter, Natasha Gregson Wagner, Shannon Stillo, Drake Bell","Rob, a record store owner and compulsive list maker, recounts his top five breakups, including the one in progress.",7.5,165533.0,$ 30000000,$ 27287137,$ 47126295,79.0,628.0,183.0
89,89,m89,Highlander,1986,7.2,41243.0,['action' 'fantasy'],tt0091203,7.1,119188.0,7.3,7.0,13597.0,12866.0,29033.0,32935.0,16123.0,7360.0,3240.0,1802.0,1051.0,1181.0,7.0,16.0,6.7,8697.0,7.1,55223.0,7.5,26627.0,7.1,84159.0,7.0,13.0,6.8,7614.0,7.1,49848.0,7.5,23523.0,7.0,8816.0,,,6.6,965.0,6.9,4742.0,7.4,2744.0,6.8,650.0,7.2,22390.0,7.1,58970.0,Highlander - L'ultimo immortale,1986-10-30,"Action, Adventure, Fantasy",116.0,UK,English,Russell Mulcahy,"Gregory Widen, Gregory Widen",Thorn EMI Screen Entertainment,"Christopher Lambert, Roxanne Hart, Clancy Brown, Sean Connery, Beatie Edney, Alan North, Sheila Gish, Jon Polito, Hugh Quarshie, Christopher Malcolm, Peter Diamond, Billy Hartman, James Cosmo, Celia Imrie, Alistair Findlay","An immortal Scottish swordsman must confront the last of his immortal opponent, a murderously brutal barbarian who lusts for the fabled ""Prize"".",7.1,119188.0,$ 16000000,$ 5900000,$ 5900000,24.0,373.0,119.0
90,90,m90,His Girl Friday,1940,8.1,20870.0,['comedy' 'drama' 'romance'],tt0032599,7.9,52288.0,7.9,8.0,10488.0,10065.0,14417.0,9295.0,3915.0,1667.0,696.0,464.0,278.0,1003.0,8.3,15.0,7.8,6378.0,7.8,21082.0,8.1,13094.0,7.9,31651.0,8.2,13.0,7.9,4535.0,7.8,16143.0,8.0,10141.0,7.9,9608.0,8.5,2.0,7.8,1757.0,7.8,4719.0,8.2,2780.0,7.6,551.0,8.1,17847.0,7.7,20224.0,La signora del venerdì,1946-08-23,"Comedy, Drama, Romance",92.0,USA,"English, French",Howard Hawks,"Charles Lederer, Ben Hecht",Columbia Pictures,"Cary Grant, Rosalind Russell, Ralph Bellamy, Gene Lockhart, Porter Hall, Ernest Truex, Cliff Edwards, Clarence Kolb, Roscoe Karns, Frank Jenks, Regis Toomey, Abner Biberman, Frank Orth, John Qualen, Helen Mack",A newspaper editor uses every trick in the book to keep his ace reporter ex-wife from remarrying.,7.9,52288.0,,$ 296000,,,421.0,101.0
91,91,m91,Hope And Glory,1987,7.4,4965.0,['drama' 'war'],tt0093209,7.3,12196.0,7.4,8.0,1318.0,1547.0,3409.0,3244.0,1472.0,655.0,241.0,108.0,73.0,129.0,8.8,4.0,7.2,585.0,7.2,3703.0,7.4,4939.0,7.3,7970.0,8.8,4.0,7.2,452.0,7.2,3135.0,7.4,4180.0,7.5,1386.0,,,7.2,128.0,7.3,525.0,7.7,700.0,6.8,328.0,7.5,3399.0,7.2,5281.0,Anni '40,1987-10-09,"Comedy, Drama, Romance",113.0,"UK, USA",English,John Boorman,John Boorman,Columbia Pictures,"Sebastian Rice-Edwards, Geraldine Muir, Sarah Miles, David Hayman, Sammi Davis, Derrick O'Connor, Susan Wooldridge, Jean-Marc Barr, Ian Bannen, Annie Leon, Jill Baker, Amelda Brown, Katrine Boorman, Colin Higgins, Shelagh Fraser","Bill, a young boy living on the outskirts of London experiences the exhilaration of World War II. During this period, Bill learns about sex, death, love, hypocrisy, and the faults of adults as he prowls the ruins of bombed houses.",7.3,12196.0,,$ 10021120,$ 10021120,86.0,82.0,33.0
92,92,m92,House Of 1000 Corpses,2003,5.6,27033.0,['horror'],tt0251736,6.1,74975.0,6.2,6.0,8370.0,5020.0,9890.0,14098.0,13410.0,8301.0,4863.0,3377.0,2668.0,4978.0,5.6,21.0,6.1,9112.0,6.1,39955.0,5.9,9265.0,6.0,50002.0,5.5,16.0,6.0,6862.0,6.0,33406.0,5.9,7838.0,6.2,9971.0,6.5,2.0,6.2,2118.0,6.3,6123.0,6.0,1268.0,5.4,445.0,6.1,22813.0,5.9,29171.0,La casa dei 1000 corpi,2004-06-25,Horror,89.0,USA,English,Rob Zombie,Rob Zombie,Spectacle Entertainment Group,"Chad Bannon, William Bassett, Karen Black, Erin Daniels, Joe Dobbs III, Judith Drake, Dennis Fimple, Gregg Gibbs, Walton Goggins, Sid Haig, Chris Hardwick, Ken Johnson, Jennifer Jostyn, Irwin Keyes, Matthew McGrory",Two young couples traveling across the backwoods of Texas searching for urban legends of murder end up as prisoners of a bizarre and sadistic backwater family of serial killers.,6.1,74975.0,$ 7000000,$ 12634962,$ 16829545,31.0,956.0,218.0
93,93,m93,Human Nature,2001,6.3,10017.0,['comedy' 'drama'],tt0219822,6.4,17190.0,6.5,7.0,1005.0,1124.0,2764.0,4442.0,3856.0,1933.0,901.0,478.0,288.0,399.0,7.0,3.0,6.5,1074.0,6.5,9479.0,6.1,2940.0,6.4,11588.0,7.0,3.0,6.6,825.0,6.5,8046.0,6.1,2521.0,6.5,1961.0,,,6.2,242.0,6.6,1312.0,6.4,358.0,5.7,266.0,6.3,3576.0,6.4,9193.0,Human Nature,2002-06-21,"Comedy, Drama",96.0,"France, USA","English, French",Michel Gondry,Charlie Kaufman,Fine Line Features,"Patricia Arquette, Rhys Ifans, Tim Robbins, Ken Magee, Sy Richardson, David Warshofsky, Hilary Duff, Stanley DeSantis, Peter Dinklage, Toby Huss, Bobby Harwell, Daryl Anderson, Bobby Pyle, Chase MacKenzie Bebak, Mary Kay Place","A woman is in love with a man in love with another woman, and all three have designs on a young man raised as an ape.",6.4,17190.0,,$ 705308,$ 1574660,56.0,79.0,83.0
94,94,m94,The Hustler,1961,8.2,25871.0,['drama' 'romance' 'sport'],tt0054997,8.0,73998.0,8.0,8.0,11851.0,15641.0,24268.0,13594.0,4498.0,1743.0,709.0,402.0,268.0,1024.0,7.9,11.0,7.9,7695.0,7.9,31606.0,8.0,19065.0,8.0,53917.0,8.2,9.0,8.0,6895.0,8.0,28782.0,8.1,16714.0,7.7,5525.0,7.0,1.0,7.7,725.0,7.7,2521.0,7.9,2109.0,7.8,587.0,8.2,22393.0,7.9,31310.0,Lo spaccone,1961-10-27,"Drama, Sport",134.0,USA,English,Robert Rossen,"Sidney Carroll, Robert Rossen",Rossen Films,"Paul Newman, Jackie Gleason, Piper Laurie, George C. Scott, Myron McCormick, Murray Hamilton, Michael Constantine, Stefan Gierasch, Clifford A. Pellow, Jake LaMotta, Gordon B. Clarke, Alexander Rose, Carolyn Coates, Carl York, Vincent Gardenia",An up-and-coming pool player plays a long-time champion in a single high-stakes match.,8.0,73998.0,$ 2000000,,,90.0,204.0,111.0
95,95,m95,I Am Legend,2007,7.1,156084.0,['drama' 'sci-fi' 'thriller'],tt0480249,7.2,674397.0,7.3,7.0,59062.0,72714.0,174445.0,203450.0,95544.0,36146.0,14624.0,7324.0,4314.0,6774.0,7.3,338.0,7.4,150870.0,7.1,300034.0,6.9,58190.0,7.2,451917.0,7.2,251.0,7.4,121561.0,7.1,254885.0,6.9,49253.0,7.2,81393.0,7.0,43.0,7.3,26693.0,7.1,41754.0,7.1,8002.0,6.8,851.0,7.1,105832.0,7.1,316347.0,Io sono leggenda,2008-01-11,"Action, Adventure, Drama",101.0,USA,English,Francis Lawrence,"Mark Protosevich, Akiva Goldsman",Warner Bros.,"Will Smith, Alice Braga, Charlie Tahan, Salli Richardson-Whitfield, Willow Smith, Darrell Foster, April Grace, Dash Mihok, Joanna Numata, Abbey, Kona, Samuel Glen, James McCauley, Marin Ireland, Pedro Mojica","Years after a plague kills most of humanity and transforms the rest into monsters, the sole survivor in New York City struggles valiantly to find a cure in this post-apocalyptic action thriller.",7.2,674397.0,$ 150000000,$ 256393010,$ 585410052,65.0,1548.0,330.0
96,96,m96,Invaders From Mars,1953,6.4,2115.0,['horror' 'sci-fi'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,97,m97,Independence Day,1996,6.6,151698.0,['action' 'adventure' 'sci-fi' 'thriller'],tt0116629,7.0,520255.0,7.0,7.0,43470.0,46631.0,111248.0,152061.0,84611.0,37000.0,17683.0,10420.0,6861.0,10270.0,7.0,168.0,7.0,75437.0,7.0,243679.0,6.8,66316.0,7.0,345946.0,7.0,137.0,7.0,64143.0,7.0,208606.0,6.8,55580.0,7.1,55111.0,6.5,18.0,7.0,10210.0,7.1,32185.0,7.3,9717.0,6.8,871.0,7.2,101111.0,6.9,227599.0,Independence Day,1996-09-27,"Action, Adventure, Sci-Fi",145.0,USA,English,Roland Emmerich,"Dean Devlin, Roland Emmerich",Twentieth Century Fox,"Will Smith, Bill Pullman, Jeff Goldblum, Mary McDonnell, Judd Hirsch, Robert Loggia, Randy Quaid, Margaret Colin, James Rebhorn, Harvey Fierstein, Adam Baldwin, Brent Spiner, James Duval, Vivica A. Fox, Lisa Jakub","The aliens are coming and their goal is to invade and destroy Earth. Fighting superior technology, mankind's best weapon is the will to survive.",7.0,520255.0,$ 75000000,$ 306169268,$ 817400891,59.0,946.0,201.0
98,98,m98,Indiana Jones And The Last Crusade,1989,8.3,174947.0,['action' 'adventure' 'thriller' 'action' 'adventure' 'fantasy'],tt0097576,8.2,676976.0,8.2,8.0,123667.0,167019.0,218816.0,109567.0,33269.0,11776.0,4820.0,2513.0,1710.0,3819.0,8.3,440.0,8.2,108453.0,8.3,282422.0,8.1,89147.0,8.3,436676.0,8.4,357.0,8.2,91284.0,8.3,243520.0,8.1,75005.0,8.1,67565.0,8.2,55.0,8.0,15463.0,8.1,35322.0,8.1,12725.0,8.2,871.0,8.4,132224.0,8.2,274062.0,Indiana Jones e l'ultima crociata,1989-10-06,"Action, Adventure",127.0,USA,"English, German, Greek, Arabic",Steven Spielberg,"Jeffrey Boam, George Lucas",Paramount Pictures,"Harrison Ford, Sean Connery, Denholm Elliott, Alison Doody, John Rhys-Davies, Julian Glover, River Phoenix, Michael Byrne, Kevork Malikyan, Robert Eddison, Richard Young, Alexei Sayle, Alex Hyde-White, Paul Maxwell, Isla Blair","In 1938, after his father Professor Henry Jones, Sr. goes missing while pursuing the Holy Grail, Professor Henry ""Indiana"" Jones, Jr. finds himself up against",8.2,676976.0,$ 48000000,$ 197171806,$ 474310887,65.0,581.0,170.0
99,99,m99,Indiana Jones And The Temple Of Doom,1984,7.5,112054.0,['action' 'adventure'],tt0087469,7.6,438049.0,7.6,8.0,45055.0,55002.0,138397.0,121083.0,47607.0,16815.0,6649.0,3244.0,1799.0,2398.0,7.4,347.0,7.5,71074.0,7.6,186541.0,7.5,56407.0,7.6,288300.0,7.4,279.0,7.4,60115.0,7.6,162856.0,7.5,48323.0,7.5,40504.0,7.4,41.0,7.5,9686.0,7.6,21234.0,7.5,7166.0,7.6,839.0,7.6,85365.0,7.5,185230.0,Indiana Jones e il tempio maledetto,1984-09-27,"Action, Adventure",118.0,USA,"English, Sinhalese, Hindi",Steven Spielberg,"Willard Huyck, Gloria Katz",Paramount Pictures,"Harrison Ford, Kate Capshaw, Ke Huy Quan, Amrish Puri, Roshan Seth, Philip Stone, Roy Chiao, David Yip, Ric Young, Chua Kah Joo, Rex Ngui, Philip Tan, Dan Aykroyd, Akio Mitamura, Michael Yama","In 1935, Indiana Jones arrives in India, still part of the British Empire, and is asked to find a mystical stone. He then stumbles upon a secret cult committing enslavement and human sacrifices in the catacombs of an ancient palace.",7.6,438049.0,$ 28000000,$ 179870271,$ 333107271,57.0,677.0,163.0
100,100,m100,Innerspace,1987,6.5,16854.0,['action' 'adventure' 'comedy' 'crime' 'sci-fi'],tt0093260,6.8,53141.0,6.8,7.0,2708.0,2879.0,9385.0,18799.0,12066.0,4445.0,1565.0,652.0,293.0,349.0,7.4,6.0,6.7,1742.0,6.8,24544.0,6.8,14062.0,6.8,36523.0,8.0,3.0,6.7,1448.0,6.8,21497.0,6.7,12152.0,6.9,4886.0,8.0,1.0,6.7,271.0,6.9,2690.0,6.8,1725.0,6.7,539.0,6.8,13068.0,6.8,23414.0,Salto nel buio,1987-12-18,"Action, Adventure, Comedy",120.0,USA,English,Joe Dante,"Chip Proser, Jeffrey Boam",Warner Bros.,"Dennis Quaid, Martin Short, Meg Ryan, Kevin McCarthy, Fiona Lewis, Vernon Wells, Robert Picardo, Wendy Schaal, Harold Sylvester, William Schallert, Henry Gibson, John Hora, Mark L. Taylor, Orson Bean, Kevin Hooks","A test pilot is miniaturized in a secret experiment, and accidentally injected into a hapless store clerk.",6.8,53141.0,$ 27000000,$ 25893810,$ 25893810,66.0,95.0,79.0
101,101,m101,The Insider,1999,8.0,69660.0,['biography' 'drama' 'thriller'],tt0140352,7.8,157061.0,7.9,8.0,19253.0,30810.0,55752.0,33012.0,10644.0,3800.0,1423.0,704.0,504.0,1159.0,7.8,21.0,7.9,17199.0,7.8,78328.0,7.8,25390.0,7.8,111666.0,8.1,16.0,7.9,15668.0,7.8,71025.0,7.7,21596.0,7.7,11711.0,6.9,5.0,7.6,1352.0,7.6,6538.0,7.8,3422.0,7.4,614.0,8.0,29350.0,7.8,80963.0,Insider - Dietro la verità,2000-02-25,"Biography, Drama, Thriller",157.0,USA,"English, Japanese, Arabic, Persian",Michael Mann,"Marie Brenner, Eric Roth",Touchstone Pictures,"Al Pacino, Russell Crowe, Christopher Plummer, Diane Venora, Philip Baker Hall, Lindsay Crouse, Debi Mazar, Stephen Tobolowsky, Colm Feore, Bruce McGill, Gina Gershon, Michael Gambon, Rip Torn, Lynne Thigpen, Hallie Eisenberg",A research chemist comes under personal and professional attack when he decides to appear in a 60 Minutes exposé on Big Tobacco.,7.8,157061.0,$ 90000000,$ 29089912,$ 60289912,84.0,550.0,215.0
102,102,m102,Intolerable Cruelty,2003,6.4,36739.0,['comedy' 'romance' 'crime'],tt0138524,6.2,89972.0,6.3,6.0,2600.0,3304.0,11279.0,25062.0,25347.0,12209.0,5059.0,2356.0,1302.0,1454.0,5.7,7.0,6.3,9501.0,6.2,44517.0,6.3,16306.0,6.3,57095.0,6.1,6.0,6.3,6609.0,6.3,35231.0,6.3,13600.0,6.0,14534.0,4.0,1.0,6.1,2772.0,5.9,8786.0,6.2,2447.0,6.0,576.0,6.2,16809.0,6.2,47406.0,"Prima ti sposo, poi ti rovino",2003-10-17,"Comedy, Crime, Romance",100.0,USA,"English, French","Joel Coen, Ethan Coen","Robert Ramsey, Matthew Stone",Universal Pictures,"George Clooney, Catherine Zeta-Jones, Geoffrey Rush, Cedric the Entertainer, Edward Herrmann, Paul Adelstein, Richard Jenkins, Billy Bob Thornton, Julia Duffy, Jonathan Hadary, Tom Aldredge, Stacey Travis, Jack Kyle, Irwin Keyes, Judith Drake",A beautiful gold digger matches wits with a shrewd Beverly Hills divorce lawyer who is increasingly attracted to her.,6.2,89972.0,$ 60000000,$ 35327628,$ 120801243,71.0,335.0,171.0
103,103,m103,It Happened One Night,1934,8.3,25577.0,['comedy' 'romance'],tt0025316,8.1,91400.0,8.0,8.0,17789.0,19183.0,27534.0,15378.0,5382.0,2371.0,958.0,616.0,555.0,1634.0,7.9,45.0,8.1,13991.0,8.0,34068.0,8.1,18325.0,8.0,51867.0,8.1,28.0,8.1,9982.0,8.0,25914.0,8.1,14083.0,8.2,16433.0,7.7,15.0,8.2,3843.0,8.2,7825.0,8.3,4006.0,7.9,613.0,8.3,25442.0,8.0,34398.0,Accadde una notte,1934-12-11,"Comedy, Romance",105.0,USA,English,Frank Capra,"Robert Riskin, Samuel Hopkins Adams",Columbia Pictures,"Clark Gable, Claudette Colbert, Walter Connolly, Roscoe Karns, Jameson Thomas, Alan Hale, Arthur Hoyt, Blanche Friderici, Charles C. Wilson",A spoiled heiress running away from her family is helped by a man who is actually a reporter in need of a story.,8.1,91400.0,$ 325000,,,87.0,299.0,120.0
104,104,m104,Jfk,1991,8.0,60406.0,['biography' 'drama' 'history' 'mystery' 'thriller'],tt0102138,8.0,138655.0,8.0,8.0,25110.0,28114.0,43667.0,24031.0,8921.0,3770.0,1618.0,966.0,746.0,1712.0,8.1,19.0,8.2,11447.0,8.0,62374.0,7.8,30126.0,8.0,96051.0,8.0,14.0,8.2,10260.0,8.1,56320.0,7.8,26062.0,7.8,10492.0,8.3,5.0,7.9,1056.0,7.8,5361.0,7.7,3655.0,7.8,685.0,8.0,31518.0,8.0,63678.0,JFK - Un caso ancora aperto,1991-12-20,"Drama, History, Thriller",189.0,"France, USA","English, Spanish",Oliver Stone,"Oliver Stone, Zachary Sklar",Warner Bros.,"Sally Kirkland, Anthony Ramirez, Ray LePere, Steve Reed, Jodie Farber, Columbia Dubose, Randy Means, Kevin Costner, Jay O. Sanders, E.J. Morris, Cheryl Penland, Jim Gough, Perry R. Russo, Mike Longman, Edward Asner",New Orleans District Attorney,8.0,138655.0,$ 40000000,$ 70405498,$ 205405498,72.0,489.0,129.0
105,105,m105,Jackie Brown,1997,7.6,85496.0,['crime' 'drama' 'thriller'],tt0119396,7.5,309422.0,7.6,8.0,26438.0,42038.0,100164.0,89453.0,32698.0,10257.0,3782.0,1780.0,992.0,1820.0,7.4,173.0,7.5,47837.0,7.5,143308.0,7.5,39733.0,7.5,215155.0,7.3,133.0,7.5,41695.0,7.5,128320.0,7.5,34828.0,7.5,23944.0,7.9,21.0,7.5,5273.0,7.4,13281.0,7.5,4239.0,7.5,753.0,7.7,53855.0,7.5,148542.0,Jackie Brown,1998-03-27,"Crime, Drama, Thriller",154.0,USA,English,Quentin Tarantino,"Quentin Tarantino, Elmore Leonard",Miramax,"Pam Grier, Samuel L. Jackson, Robert Forster, Bridget Fonda, Michael Keaton, Robert De Niro, Michael Bowen, Chris Tucker, LisaGay Hamilton, Tommy 'Tiny' Lister, Hattie Winston, Sid Haig, Aimee Graham, Ellis Williams, Tangie Ambrose",A middle-aged woman finds herself in the middle of a huge conflict that will either make her a profit or cost her life.,7.5,309422.0,$ 12000000,$ 39673162,$ 39673162,64.0,545.0,174.0
